id;displayid;value
181272;1287;Dreaming Glory
181273;674;Summoning Circle
181275;6949;Ragveil
181276;6966;Flame Cap
181277;6969;Terocone
181278;6967;Ancient Lichen
181279;6947;Netherbloom
181280;6946;Nightmare Vine
181281;6945;Mana Thistle
181282;1287;Netherbloom
181283;6778;Emitter Spare Part
181284;1287;Mana Thistle
181285;1287;Nightmare Vine
181286;6850;Holographic Emitter
181287;6714;Frozen Rune
181291;224;Mystery Meat
181300;6737;Standing, Large - MFF
181301;6738;Camp Pavilion
181302;6737;Camp Crate
181305;221;Camp Table
181307;6371;Camp Mug
181310;6743;Outland Map
181311;4611;Bonfire
181312;4611;Bonfire
181313;5611;Campfire
181314;5611;Campfire
181315;216;Cauldron
181316;200;Bonfire
181317;5611;Campfire
181318;5611;Campfire
181319;6744;Campfire
181320;200;Bonfire
181321;200;Bonfire
181322;216;Cauldron
181323;5611;Campfire
181324;5611;Campfire
181325;200;Bonfire
181328;200;Bonfire
181329;200;Bonfire
181331;6744;Campfire
181332;6756;Flame of Stormwind
181333;6756;Flame of Ironforge
181334;6756;Flame of Darnassus
181335;6756;Flame of the Undercity
181336;6756;Flame of Orgrimmar
181337;6756;Flame of Thunder Bluff
181339;6756;Flame of Silithus
181340;6756;Flame of Winterspring
181342;6756;Flame of Azshara
181343;6756;Flame of Un'Goro
181344;6756;Flame of the Blasted Lands
181345;6756;Flame of the Hinterlands
181346;675;Flame of Dire Maul
181347;6756;Flame of Blackrock Spire
181348;6756;Flame of Stratholme
181350;192;Campfire
181351;192;Campfire
181354;6745;Floating, Medium - MFF
181355;6765;Standing, Exterior, Medium - MFF
181358;6748;Hanging, Square, Large - MFF
181359;6749;Night Elf Moon Crystal
181360;6749;Night Elf Moon Crystal
181361;6749;Night Elf Moon Crystal
181366;1387;Four Horsemen Chest
181367;3671;Lordaeron Armory
181368;3673;Nightwatch Inn
181369;6750;Decorated Gravestone
181370;1787;Volatile Mutation Cage
181372;6807;Hellfire Spineleaf
181376;1287;Midsummer Bonfire Campfire Damage Trap
181378;1867;Dragonhawk Egg
181379;1787;Cage
181380;1907;Mailbox
181381;2128;Mailbox
181385;1867;Ravager Egg
181387;4611;Ogre Firepit
181388;6761;Standing, Interior, Medium - MFF
181389;6762;Hanging, Tall/Thin, Large - MFF
181390;6763;Hanging, Square, Medium - MFF
181391;6764;Standing, Interior, Small - MFF
181392;6766;Hanging, Streamer - MFF
181393;6763;Hanging, Tall/Thin, Medium - MFF
181396;6360;Rug
181401;6769;Hanging, Streamer x3 - MFF
181427;4611;Ogre Firepit
181431;1287;Fire Festival Fury Trap
181433;6772;Irradiated Power Crystal
181435;4392;Doodad_OnyziasLairLavaTrap80
181436;4392;Doodad_OnyziasLairLavaTrap79
181437;4392;Doodad_OnyziasLairLavaTrap78
181438;4392;Doodad_OnyziasLairLavaTrap64
181439;4392;Doodad_OnyziasLairLavaTrap72
181440;4392;Doodad_OnyziasLairLavaTrap81
181441;4392;Doodad_OnyziasLairLavaTrap82
181442;4392;Doodad_OnyziasLairLavaTrap83
181445;216;Cauldron
181446;4572;Bonfire
181448;1311;Signaling Gem Aura
181449;206;Altar of Aggonar
181450;201;Brazier
181451;201;Brazier
181452;201;Brazier
181453;201;Brazier
181455;201;Brazier
181456;201;Brazier
181475;214;Monument of Remembrance
181476;6774;Nox Portal Plaguewood
181478;6775;Doodad_nox_tesla06
181480;200;Bonfire
181481;200;Bonfire
181483;200;Bonfire
181484;200;Bonfire
181485;200;Bonfire
181486;200;Bonfire
181487;200;Bonfire
181489;200;Bonfire
181490;200;Bonfire
181491;200;Bonfire
181493;200;Bonfire
181494;200;Bonfire
181495;200;Bonfire
181496;6675;Heigan - Old Exit Door
181555;6799;Fel Iron Deposit
181556;6798;Adamantite Deposit
181557;6800;Khorium Vein
181560;6786;Flame of the Barrens
181561;6786;Flame of Ashenvale
181562;6786;Flame of Stonetalon
181563;6786;Flame of Darkshore
181564;6786;Flame of Silverpine
181565;6786;Flame of Westfall
181566;6786;Flame of Hillsbrad
181567;6786;Flame of the Wetlands
181569;6798;Rich Adamantite Deposit
181570;6798;Rich Adamantite Deposit
181572;6744;Burning Brazier
181573;6359;Jar of ashes
181574;327;Glowing Crystal
181575;6787;Naxxramas Portal
181578;6790;Naxxramas Portal
181579;759;Southern Beacon
181580;759;Central Beacon
181581;759;Western Beacon
181582;7143;Kaliri Nest
181583;3993;Tainted Soil Trap
181584;2233;Battered Crate Trap
181585;6794;Banner01
181587;6796;Banner03
181589;225;Suntouched Special Reserve
181590;114;Springpaw Appetizer
181591;6797;Platter
181592;6801;Bowl
181593;6777;Bloodthistle Plant
181594;6802;Azure Phial
181595;192;Campfire
181596;208;Anvil
181598;6862;Silithyst Geyser
181600;465;Rune
181603;6871;Sillithus Flag Stand, Alliance
181605;6771;Ribbon Pole
181606;6964;Haal'eshi Altar
181608;192;Campfire
181616;6883;School of Red Snapper
181617;6871;Sillithus Flag Stand, Horde
181618;2232;ToWoW - Flag Cap Counter, Alliance
181619;1311;ToWoW - Flag Cap Counter, Horde
181620;336;Unopened Crate
181621;7359;Soulwell
181622;7358;Soul Portal
181624;1787;Tarantula Cage
181625;4154;Jaguar - Crocolisk Cage
181626;36;Warped Crates
181637;6840;Sha'naar Relic
181638;6902;Wanted Poster
181644;3251;Azure Snapdragon
181645;3851;Gryphon Egg
181646;7087;Ship, Night Elf (Elune's Blessing)
181650;6397;Water Rift
181651;6332;Air Rift
181652;6333;Fire Rift
181653;6815;Uther's Statue
181654;1248;Lumber
181655;4611;Bonfire
181656;4611;Bonfire
181657;4611;Bonfire
181658;4611;Bonfire
181659;4611;Bonfire
181660;4611;Bonfire
181663;3553;Cage
181664;1787;Arakkoa Cage
181665;2450;Burial Chest
181670;465;Rune of Summoning
181672;6422;Wickerman Effigy
181674;6817;Nautical Map
181675;6846;Nautical Compass
181680;2090;Drycap Mushroom
181681;405;Chalice of Elune
181683;6710;Ancient Relic
181686;1109;Lumber Pile
181687;1108;Lumber Pile
179644;1667;Imprisoned Doomguard
186157;7411;Cauldron of Major Shadow Protection
181690;4951;Fertile Dirt Mound
181691;6824;The Exodar
181692;6824;Odesyus' Landing
181693;6824;Azure Watch
181694;6825;Naga Flag
181696;6833;Hollowed Out Tree
181697;6884;Pile of Leaves
181698;7118;Voidstone
181699;6869;Barrel of Filth
181711;192;Campfire
181712;192;Campfire
181713;6896;Manticron Cube
181714;1787;Bristlelimb Cage
181715;273;Anvil
181716;233;Forge
181720;1787;Bristlelimb Cage
181721;1787;Bristlelimb Cage
181722;1787;Bristlelimb Cage
181723;1787;Bristlelimb Cage
181724;1787;Bristlelimb Cage
181725;1787;Bristlelimb Cage
181726;1787;Bristlelimb Cage
181727;1787;Bristlelimb Cage
181728;1787;Bristlelimb Cage
181729;1787;Bristlelimb Cage
181730;1787;Bristlelimb Cage
181731;1787;Bristlelimb Cage
181732;1787;Bristlelimb Cage
181733;1787;Bristlelimb Cage
181734;192;Campfire
181735;867;Bonfire
181736;192;Campfire
181737;192;Campfire
181738;409;Meat Rack
181745;5994;Wildkin Weapon (Spear)
181746;336;Clopper's Equipment
181748;6835;Blood Crystal
181755;6844;Vision of the Future
181756;6845;Battered Ancient Book
181757;6484;Stillpine Grain
181758;49;Mound of Dirt
181760;6824;Azure Watch
181761;6824;Stillpine Hold
181762;6824;Blood Watch
181763;6824;Stillpine Hold
181764;6824;Azure Watch
181765;6824;Blood Watch
181766;6863;Doodad_Hellfire_DW_PrisonEntry01
181767;4572;Bonfire
181768;558;Sealed Tome
181769;1287;Nazzivus Monument
181770;6836;Corrupted Crystal
181771;6837;Corrupted Crystal
181773;192;Campfire
181775;200;Bonfire
181776;6824;Blood Watch
181777;6824;Stillpine Hold
181778;6824;Azure Watch
181779;6665;Impact Site Crystal
181780;6665;Altered Bloodmyst Crystal
181782;410;Circle of Prophecy
181787;192;Campfire
181788;192;Campfire
181789;200;Bonfire
181790;6849;Cookpot
181791;6824;Azure Watch
181792;6824;The Exodar
181793;6824;Blood Watch
181794;6824;Azure Watch
181795;6824;Azure Watch
181796;6824;Valaar's Berth
181798;5744;Fel Iron Chest
181800;5744;Heavy Fel Iron Chest
181802;5744;Adamantite Bound Chest
181805;6850;Holographic Emitter
181806;465;Summoning Rune
181807;6852;Seashell
181808;6853;Seashell
181809;6854;Seashell
181810;6333;Summoning Portal
181811;6863;Doodad_Hellfire_DW_PrisonEntry02
181812;6863;Doodad_Hellfire_DW_PrisonEntry03
181813;6864;Prison Cell Door
181814;6864;Prison Cell Door
181815;6864;Prison Cell Door
181816;6864;Prison Cell Door
181817;6864;Prison Cell Door
181818;6864;Prison Cell Door
181819;6863;Doodad_Hellfire_DW_PrisonEntry04
181820;6864;Prison Cell Door
181821;6864;Prison Cell Door
181822;6863;Doodad_Hellfire_DW_PrisonEntry05
181823;6865;Doodad_Hellfire_DW_SummonDoor01
181825;356;Concealed Control Panel
181826;6824;The Exodar
181827;6824;Valaar's Berth
181829;192;Campfire
181830;6824;Valaar's Berth
181833;4135;Sealed Tome
181837;417;Sealed Tome
181839;338;Sealed Tome
181841;3731;Sealed Tome
181843;430;Sealed Tome
181845;6894;Sealed Tome
181846;6893;Sealed Tome
181847;6891;Sealed Tome
181848;6892;Sealed Tome
181849;676;Ravager Cage
181851;192;Campfire
181854;473;Sand Pear
181863;192;Campfire
181864;192;Campfire
181865;192;Campfire
181866;192;Campfire
181867;192;Campfire
181868;192;Campfire
181869;192;Campfire
181870;192;Campfire
181871;6866;Steam Pump Part
181872;6314;Steam Pump Part
181873;449;Steam Pump Part
181874;6867;Steam Pump Part
181875;6868;Steam Pump Part
181876;451;Steam Pump Part
181877;5791;Proximity Bomb
181878;6869;Barrel of Filth
181883;6870;Mailbox
181884;305;Forge
181885;166;Anvil
181886;6872;Firework Rocket, Promotion
181887;192;Campfire
181888;192;Campfire
181889;6901;Wanted Poster
181890;4251;Liquid Fire
181891;6874;Blood Mushroom
181892;6875;Aquatic Stinkhorn
181893;6432;Ruinous Polyspore
181894;6879;Fel Cone Fungus
181895;4872;Trans-dimensional Ship Repair for Simpletons
181897;6880;Ysera's Tear
181898;6881;Medical Supplies
181899;6834;Doodad_BattlefieldBanner_State_Base_Plaguelands01
181900;6781;Brightwing Bows
181901;6781;Trueshot Arms
181909;6780;Royal Exchange Bank
181913;1309;Chalice of Elune
181915;4251;Blaze
181916;1248;Tainted Wood
181917;6882;Draenei Banner
181918;6849;Cookpot
181920;192;Campfire
181921;6885;Doodad_Hellfire_DW_LargeFloor_Crack02onoff
181922;6885;Doodad_Hellfire_DW_LargeFloor_Crack03
181923;6885;Doodad_Hellfire_DW_LargeFloor_Crack04onoff
181924;6887;Doodad_Hellfire_DW_SmallFloor_Crack03onoff
181925;6887;Doodad_Hellfire_DW_SmallFloor_Crack04onoff
181926;6887;Doodad_Hellfire_DW_SmallFloor_Crack05onoff
181927;6887;Doodad_Hellfire_DW_SmallFloor_Crack06onoff
181928;1787;Princess Stillpine's Cage
181932;6744;Burning Brazier
181933;6888;Cookpot
181934;6889;Suncrown Village
181935;6889;Tranquillien
181936;6889;Goldenmist Village
181937;6889;Sanctum of the Moon
181938;6889;Silvermoon
181939;6889;Goldenmist Village
181940;6889;Sanctum of the Moon
181941;6889;Windrunner Spire
181942;6889;Sanctum of the Sun
181943;6889;Plaguelands
181944;6889;Sanctum of the Sun
181945;6889;Sanctum of the Sun
181946;6889;Farstrider's Enclave
181947;6889;Underlight Mines
181948;6889;Windrunner Spire
181949;6889;Windrunner Village
181950;6889;Windrunner Spire
181951;6889;Windrunner Village
181952;6889;Goldenmist Village
181953;6889;Shalandis Isle
181954;200;Bonfire
181955;6873;Lordaeron Shrine
181956;3411;Gilded Brazier
181959;4094;Cave Torch
181963;758;Charred Bone Fragment
181964;4853;Statue of Queen Azshara
181967;6897;The Sunspire
181968;6897;Falthrien Academy
181969;6897;North Sanctum
181970;6897;West Sanctum
181971;6897;Fairbreeze Village
181972;6897;Sunsail Anchorage
181973;6897;Ghostlands
181974;6897;Fairbreeze Village
181975;6897;Sunsail Anchorage
181976;6897;Saltheril's Haven
181977;6897;Thuron's Livery
181980;6870;Mailbox
181981;6898;Dragon Bone
181982;6899;Cell Door Lever
181985;5452;Boat to Auberdine
181986;6824;Boat to Auberdine
181989;166;Anvil
181990;233;Forge
181991;6744;Burning Brazier
181992;6744;Burning Brazier
181993;6744;Burning Brazier
181994;6744;Burning Brazier
181995;6744;Burning Brazier
181996;6744;Burning Brazier
181997;6744;Burning Brazier
181998;6744;Burning Brazier
181999;6744;Burning Brazier
182000;6744;Burning Brazier
182001;6744;Burning Brazier
182002;6897;Silvermoon
182003;6897;Silvermoon
182004;6897;Farstrider Retreat
182005;525;Scroll
182012;676;Makeshift Prison
182013;475;Dark Brazier
182014;474;Dark Brazier
182015;475;Dark Brazier
182016;475;Dark Brazier
182017;475;Dark Brazier
182018;474;Dark Brazier
182019;475;Dark Brazier
182020;474;Dark Brazier
182021;474;Dark Brazier
182022;474;Dark Brazier
182023;474;Dark Brazier
182024;4972;Blood Filled Orb
182026;6927;Sun Gate
182027;475;Dark Brazier
182028;474;Dark Brazier
182029;474;Dark Brazier
182031;6940;Discarded Nutriment
182032;4431;Galaen's Journal
182050;2350;Box of Mushrooms
182051;1287;Box of Mushrooms Trap
182053;6874;Glowcap
182054;5691;The Underspore
182055;6890;Anvil
182056;233;Forge
182058;6907;Scourge Meat Wagon
182059;396;Campfire
182062;6892;Insect Species of Outland
182064;3972;Karazhan Bell
182065;6908;A Field Guide to Seeds
182066;560;Lauranna's Guide to Zangarmarsh Plants
182069;6911;Mature Spore Sac
182070;327;Red Crystal
182073;6432;Grown Mushroom
182075;6608;ElvenWoodenTable
182076;6035;Elf Crate
182077;6912;Night Elf Stool
182078;6913;Nightelf Glowing Bowl
182079;6914;Nightelf Stone Rune
182080;247;Nightelf Stone Rune
182081;236;Nightelf Stone Rune
182082;6915;The Ark of Ssslith
182089;4251;Vector Coil Fire (S)
182090;4452;Vector Coil Fire (L)
182092;6706;Duskwither Spire Power Source Satellite
182093;6916;Blood Elf Table - Small
182095;6432;Burstcap Mushroom
182096;6834;Doodad_BattlefieldBanner_State_Base_Plaguelands02
182097;6834;Doodad_BattlefieldBanner_State_Base_Plaguelands03
182100;6917;Shattrath
182101;6917;Shadowmoon Valley
182102;6917;Zangarmarsh
182103;6917;Zangarmarsh
182104;6917;Shadowmoon Valley
182105;6917;Lower Shattrath
182106;6834;Tower Banner
182107;356;(NEEDS GRAPHICS)Steam Pump Controls
182109;6917;Auchindoun
182113;6917;Auchindoun
182114;1308;Corrupted Crystal Aura
182115;202;Wanted Poster
182116;6880;Fulgor Spore
182117;209;Forge
182118;208;Anvil
182119;20;Dead Mire Soil
182122;318;Ikeyen's Belongings
182123;6917;Auchindoun
182124;6917;Zangarmarsh
182125;6917;Lower Shattrath
182126;6917;Shadowmoon Valley
182127;6662;Corrupted Flower
182128;3675;Dung
182129;6917;Lower Shattrath
182130;6917;Zangarmarsh
182131;6917;Auchindoun
182132;6917;Hellfire Peninsula
182133;6917;Shadowmoon Valley
182134;6917;Zangarmarsh
182135;6917;Shattrath
182136;6917;Auchindoun
182137;6917;Shadowmoon Valley
182138;6917;Hellfire Peninsula
182139;6925;Feralfen Idol
182145;3071;Freezing Trap
182146;4452;Hut Fire (Large)
182147;201;Brazier
182148;654;Brazier
182149;201;Brazier
182150;201;Brazier
182151;201;Brazier
182152;201;Brazier
182153;201;Brazier
182154;654;Brazier
182155;201;Blazing Fire
182156;654;Blazing Fire
182157;201;Blazing Fire
182158;201;Blazing Fire
182159;201;Blazing Fire
182160;201;Blazing Fire
182161;201;Blazing Fire
182162;654;Blazing Fire
182164;676;Murloc Cage
182165;17;Wanted Poster
182166;222;Ango'rosh Attack Plans
182167;4251;Fire Bomb
182168;6917;Hellfire Peninsula
182169;6917;Zangarmarsh
182170;6917;Shadowmoon Valley
182171;6917;Shattrath
182172;6917;Tuurem
182173;6834;Hellfire Banner, W
182174;6834;Hellfire Banner, N
182175;6834;Hellfire Banner, S
182177;6917;Allerian Stronghold
182178;6917;Tuurem
182179;6917;Stonebreaker Hold
182180;6917;Shattrath
182181;6917;Zangarmarsh
182182;5812;Earthen Brand
182183;6928;Warmaul Skull
182184;6930;Daggerfen Poison Manual
182185;7142;Daggerfen Poison Vial
182189;6917;Shadowmoon Valley
182190;6917;Firewing Point
182191;6917;Tuurem
182192;6917;The Black Temple
182193;6917;Shattrath
182194;6917;Zangarmarsh
182196;4712;Arcane Container
182197;4712;Arcane Container
182198;4712;Arcane Container
182199;4431;Keanna's Log
182200;6849;Cookpot
182203;559;The Green Hills of Stranglethorn
182205;192;Campfire
182206;192;Campfire
182209;192;Campfire
182210;6834;Halaa Banner
182211;4251;Fire (Small)
182212;6931;Nazzivus Monument
182215;4611;Bonfire
182216;4611;Bonfire
182217;4611;Bonfire
182218;4611;Bonfire
182219;4611;Bonfire
182220;4611;Bonfire
182221;4611;Bonfire
182222;243;Bomb Wagon
182223;4251;Fire Bomb
182251;6824;The Crystal Hall
182252;6824;The Vault of Lights
182253;6824;Trader's Tier
182256;6941;Discarded Nutriment
182257;6942;Mag'har Rug
182258;6415;Oshu'gun Crystal Fragment
182261;4611;First Burning Blade Pyre
182262;4611;Third Burning Blade Pyre
182263;4611;First Burning Blade Pyre
182264;4611;Second Burning Blade Pyre
182265;5531;Bleeding Hollow Supply Crate
182266;7015;Destroyed Wyvern Roost
182267;6939;Wyvern Roost
182269;273;Anvil
182270;233;Forge
182271;5611;Campfire
182272;243;Bomb Wagon
182273;243;Bomb Wagon
182274;243;Bomb Wagon
182275;7015;Destroyed Wyvern Roost
182276;7015;Destroyed Wyvern Roost
182277;7015;Destroyed Wyvern Roost
182278;233;Forge
182279;6890;Anvil
182280;6939;Wyvern Roost
182281;6939;Wyvern Roost
182282;6939;Wyvern Roost
182283;6953;Nagrand
182284;6953;Terokkar Forest
182285;6953;Shattrath
182286;6953;Blades Edge Mountains
182287;6953;Telredor
182288;6953;Zabra'jin
182289;6953;Nagrand
182290;6953;Terokkar Forest
182291;6953;Shattrath
182292;6953;Blade's Edge Mountains
182293;6953;Telredor
182294;6953;Zabra'jin
182295;6953;Hellfire Peninsula
182296;6953;Hellfire Peninsula
182297;7015;Destroyed Wyvern Roost
182298;7015;Destroyed Wyvern Roost
182299;7015;Destroyed Wyvern Roost
182300;7015;Destroyed Wyvern Roost
182301;6939;Wyvern Roost
182302;6939;Wyvern Roost
182303;6939;Wyvern Roost
182304;6939;Wyvern Roost
182305;243;Bomb Wagon
182306;243;Bomb Wagon
182307;243;Bomb Wagon
182308;243;Bomb Wagon
182309;6953;Hellfire Peninsula
182310;6953;Terokkar Forest
182311;6953;Zabra'jin
182312;6953;Telredor
182313;6953;Blade's Edge Mountains
182314;6953;Swamprat Post
182315;166;Anvil
182316;166;Anvil
182317;166;Anvil
182318;6954;Walk of Elders
182319;6954;The Bazaar
182320;6954;Court of the Sun
182321;6954;The Royal Exchange
182322;6954;Farstrider Square
182323;6954;The Royal Exchange
182324;6954;Court of the Sun
182325;6954;Farstrider Square
182326;6954;The Bazaar
182327;6954;Court of the Sun
182328;6954;Walk of Elders
182329;6954;The Bazaar
182330;6954;Farstrider Square
182331;6954;Walk of Elders
182332;6954;Farstrider Square
182333;6954;The Bazaar
182334;6954;The Royal Exchange
182335;6954;Court of the Sun
182336;6954;Augur's Row
182337;6954;The Royal Exchange
182338;6954;Farstrider Square
182339;6954;Court of the Sun
182340;6954;Walk of Elders
182341;6954;Magister's Gate
182343;5611;Campfire
182344;5611;Campfire
182345;5611;Campfire
182346;5611;Campfire
182347;6953;Swamprat Post
182348;6953;Cenarion Refuge
182349;1787;Corki's Prison
182350;1787;Corki's Prison
182351;6955;Portal to Exodar
182352;6956;Portal to Silvermoon
182353;6957;Warmaul Ogre Banner
182354;6958;Kil'sorrow Banner
182355;6959;Kil'sorrow Armaments
182356;6870;Mailbox
182357;6870;Mailbox
182359;6870;Mailbox
182360;6870;Mailbox
182361;6870;Mailbox
182362;6870;Mailbox
182363;6870;Mailbox
182364;6870;Mailbox
182365;6870;Mailbox
182369;4611;Blazing Warmaul Pyre
182370;6953;Nagrand
182371;6953;Cenarion Refuge
182372;6953;Hellfire Peninsula
182373;6953;Blades Edge Mountains
182374;6953;Telredor
182375;6953;Zabra'jin
182376;5611;Campfire
182377;5611;Campfire
182378;5611;Campfire
182379;6953;Blades Edge Mountains
182380;6953;Zabra'jin
182381;6953;Coilfang Resevoir
182382;6953;Telredor
182383;6953;Nagrand
182384;6953;Cenarion Refuge
182385;6953;Hellfire Peninsula
182391;2128;Garadar Mailbox
182392;3053;Garadar Bulletin Board
182393;6901;Telaar Bulletin Board
182394;6953;Terokkar Forest
182395;6953;Shattrath
182396;6953;Nagrand
182397;6953;Cenarion Refuge
182398;6953;Hellfire Peninsula
182399;6953;Blades Edge Mountians
182400;5611;Campfire
182401;5611;Campfire
182402;5611;Campfire
182406;6953;Nagrand
182407;6953;Terokkar Forest
182408;6953;Shattrath
182409;6953;Hellfire Peninsula
