long,str,long,long,long,None,None,str,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,
1487,"of Shadow Resistance",1469,0,0,,,"of Shadow Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1488,"of Shadow Resistance",1470,0,0,,,"of Shadow Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1489,"of Shadow Resistance",1471,0,0,,,"of Shadow Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1490,"of Shadow Resistance",1472,0,0,,,"of Shadow Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1491,"of Nature Resistance",1381,0,0,,,"of Nature Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1492,"of Nature Resistance",1382,0,0,,,"of Nature Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1493,"of Nature Resistance",1383,0,0,,,"of Nature Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1494,"of Nature Resistance",1384,0,0,,,"of Nature Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1495,"of Nature Resistance",1385,0,0,,,"of Nature Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1496,"of Nature Resistance",1386,0,0,,,"of Nature Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1497,"of Nature Resistance",1387,0,0,,,"of Nature Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1498,"of Nature Resistance",1388,0,0,,,"of Nature Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1499,"of Nature Resistance",1389,0,0,,,"of Nature Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1500,"of Nature Resistance",1390,0,0,,,"of Nature Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1501,"of Nature Resistance",1391,0,0,,,"of Nature Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1502,"of Nature Resistance",1392,0,0,,,"of Nature Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1503,"of Nature Resistance",1393,0,0,,,"of Nature Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1504,"of Nature Resistance",1394,0,0,,,"of Nature Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1505,"of Nature Resistance",1395,0,0,,,"of Nature Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1506,"of Nature Resistance",1396,0,0,,,"of Nature Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1507,"of Nature Resistance",1397,0,0,,,"of Nature Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1508,"of Nature Resistance",1398,0,0,,,"of Nature Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1509,"of Nature Resistance",1399,0,0,,,"of Nature Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1510,"of Nature Resistance",1400,0,0,,,"of Nature Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1511,"of Nature Resistance",1401,0,0,,,"of Nature Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1512,"of Nature Resistance",1402,0,0,,,"of Nature Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1513,"of Nature Resistance",1403,0,0,,,"of Nature Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1514,"of Nature Resistance",1404,0,0,,,"of Nature Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1515,"of Nature Resistance",1405,0,0,,,"of Nature Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1516,"of Nature Resistance",1406,0,0,,,"of Nature Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1517,"of Nature Resistance",1407,0,0,,,"of Nature Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1518,"of Nature Resistance",1408,0,0,,,"of Nature Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1519,"of Nature Resistance",1409,0,0,,,"of Nature Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1520,"of Nature Resistance",1410,0,0,,,"of Nature Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1521,"of Nature Resistance",1411,0,0,,,"of Nature Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1522,"of Nature Resistance",1412,0,0,,,"of Nature Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1523,"of Nature Resistance",1413,0,0,,,"of Nature Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1524,"of Nature Resistance",1414,0,0,,,"of Nature Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1525,"of Nature Resistance",1415,0,0,,,"of Nature Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1526,"of Nature Resistance",1416,0,0,,,"of Nature Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1527,"of Nature Resistance",1417,0,0,,,"of Nature Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1528,"of Nature Resistance",1418,0,0,,,"of Nature Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1529,"of Nature Resistance",1419,0,0,,,"of Nature Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1530,"of Nature Resistance",1420,0,0,,,"of Nature Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1531,"of Nature Resistance",1421,0,0,,,"of Nature Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1532,"of Nature Resistance",1422,0,0,,,"of Nature Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1533,"of Nature Resistance",1423,0,0,,,"of Nature Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1534,"of Nature Resistance",1424,0,0,,,"of Nature Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1535,"of Nature Resistance",1425,0,0,,,"of Nature Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1536,"of Nature Resistance",1426,0,0,,,"of Nature Resistance",,,,,,,,,,,,,,,,0xFF01FE,
1547,"of Power",1563,0,0,,,"of Power",,,,,,,,,,,,,,,,0xFF01FE,
1548,"of Power",1583,0,0,,,"of Power",,,,,,,,,,,,,,,,0xFF01FE,
1549,"of Power",1584,0,0,,,"of Power",,,,,,,,,,,,,,,,0xFF01FE,
1550,"of Power",1585,0,0,,,"of Power",,,,,,,,,,,,,,,,0xFF01FE,
1551,"of Power",1586,0,0,,,"of Power",,,,,,,,,,,,,,,,0xFF01FE,
1552,"of Power",1587,0,0,,,"of Power",,,,,,,,,,,,,,,,0xFF01FE,
1553,"of Power",1588,0,0,,,"of Power",,,,,,,,,,,,,,,,0xFF01FE,
1554,"of Power",1589,0,0,,,"of Power",,,,,,,,,,,,,,,,0xFF01FE,
1555,"of Power",1590,0,0,,,"of Power",,,,,,,,,,,,,,,,0xFF01FE,
1556,"of Power",1591,0,0,,,"of Power",,,,,,,,,,,,,,,,0xFF01FE,
1557,"of Power",1592,0,0,,,"of Power",,,,,,,,,,,,,,,,0xFF01FE,
1558,"of Power",1593,0,0,,,"of Power",,,,,,,,,,,,,,,,0xFF01FE,
1559,"of Power",1594,0,0,,,"of Power",,,,,,,,,,,,,,,,0xFF01FE,
1560,"of Power",1595,0,0,,,"of Power",,,,,,,,,,,,,,,,0xFF01FE,
1561,"of Power",1596,0,0,,,"of Power",,,,,,,,,,,,,,,,0xFF01FE,
1562,"of Power",1597,0,0,,,"of Power",,,,,,,,,,,,,,,,0xFF01FE,
1563,"of Power",1598,0,0,,,"of Power",,,,,,,,,,,,,,,,0xFF01FE,
1564,"of Power",1599,0,0,,,"of Power",,,,,,,,,,,,,,,,0xFF01FE,
1565,"of Power",1600,0,0,,,"of Power",,,,,,,,,,,,,,,,0xFF01FE,
1566,"of Power",1601,0,0,,,"of Power",,,,,,,,,,,,,,,,0xFF01FE,
1567,"of Power",1602,0,0,,,"of Power",,,,,,,,,,,,,,,,0xFF01FE,
1568,"of Power",1603,0,0,,,"of Power",,,,,,,,,,,,,,,,0xFF01FE,
1569,"of Power",1604,0,0,,,"of Power",,,,,,,,,,,,,,,,0xFF01FE,
1570,"of Power",1605,0,0,,,"of Power",,,,,,,,,,,,,,,,0xFF01FE,
1571,"of Power",1606,0,0,,,"of Power",,,,,,,,,,,,,,,,0xFF01FE,
1572,"of Power",1607,0,0,,,"of Power",,,,,,,,,,,,,,,,0xFF01FE,
1573,"of Power",1608,0,0,,,"of Power",,,,,,,,,,,,,,,,0xFF01FE,
1574,"of Power",1609,0,0,,,"of Power",,,,,,,,,,,,,,,,0xFF01FE,
1575,"of Power",1610,0,0,,,"of Power",,,,,,,,,,,,,,,,0xFF01FE,
1576,"of Power",1611,0,0,,,"of Power",,,,,,,,,,,,,,,,0xFF01FE,
1577,"of Power",1612,0,0,,,"of Power",,,,,,,,,,,,,,,,0xFF01FE,
1578,"of Power",1613,0,0,,,"of Power",,,,,,,,,,,,,,,,0xFF01FE,
1579,"of Power",1614,0,0,,,"of Power",,,,,,,,,,,,,,,,0xFF01FE,
1580,"of Power",1615,0,0,,,"of Power",,,,,,,,,,,,,,,,0xFF01FE,
1581,"of Power",1616,0,0,,,"of Power",,,,,,,,,,,,,,,,0xFF01FE,
1582,"of Power",1617,0,0,,,"of Power",,,,,,,,,,,,,,,,0xFF01FE,
1583,"of Power",1618,0,0,,,"of Power",,,,,,,,,,,,,,,,0xFF01FE,
1584,"of Power",1619,0,0,,,"of Power",,,,,,,,,,,,,,,,0xFF01FE,
1585,"of Power",1620,0,0,,,"of Power",,,,,,,,,,,,,,,,0xFF01FE,
1586,"of Power",1621,0,0,,,"of Power",,,,,,,,,,,,,,,,0xFF01FE,
1587,"of Power",1622,0,0,,,"of Power",,,,,,,,,,,,,,,,0xFF01FE,
1588,"of Power",1623,0,0,,,"of Power",,,,,,,,,,,,,,,,0xFF01FE,
1589,"of Power",1624,0,0,,,"of Power",,,,,,,,,,,,,,,,0xFF01FE,
1590,"of Power",1625,0,0,,,"of Power",,,,,,,,,,,,,,,,0xFF01FE,
1591,"of Power",1626,0,0,,,"of Power",,,,,,,,,,,,,,,,0xFF01FE,
1592,"of Power",1627,0,0,,,"of Power",,,,,,,,,,,,,,,,0xFF01FE,
1607,"",1943,0,0,,,"of Defense",,,,,,,,,,,,,,,,0xFF01FE,
1608,"of Defense",1944,0,0,,,"of Defense",,,,,,,,,,,,,,,,0xFF01FE,
1609,"of Defense",1945,0,0,,,"of Defense",,,,,,,,,,,,,,,,0xFF01FE,
1610,"of Defense",1946,0,0,,,"of Defense",,,,,,,,,,,,,,,,0xFF01FE,
1611,"of Defense",1947,0,0,,,"of Defense",,,,,,,,,,,,,,,,0xFF01FE,
1612,"of Defense",1948,0,0,,,"of Defense",,,,,,,,,,,,,,,,0xFF01FE,
1613,"of Defense",1949,0,0,,,"of Defense",,,,,,,,,,,,,,,,0xFF01FE,
1614,"of Defense",1950,0,0,,,"of Defense",,,,,,,,,,,,,,,,0xFF01FE,
1615,"of Defense",1951,0,0,,,"of Defense",,,,,,,,,,,,,,,,0xFF01FE,
1616,"of Defense",1952,0,0,,,"of Defense",,,,,,,,,,,,,,,,0xFF01FE,
1617,"of Defense",1953,0,0,,,"of Defense",,,,,,,,,,,,,,,,0xFF01FE,
1618,"of Defense",1954,0,0,,,"of Defense",,,,,,,,,,,,,,,,0xFF01FE,
1619,"of Defense",1955,0,0,,,"of Defense",,,,,,,,,,,,,,,,0xFF01FE,
1620,"of Defense",1956,0,0,,,"of Defense",,,,,,,,,,,,,,,,0xFF01FE,
1621,"of Defense",1957,0,0,,,"of Defense",,,,,,,,,,,,,,,,0xFF01FE,
1622,"of Defense",1958,0,0,,,"of Defense",,,,,,,,,,,,,,,,0xFF01FE,
1623,"of Defense",1959,0,0,,,"of Defense",,,,,,,,,,,,,,,,0xFF01FE,
1624,"of Defense",1960,0,0,,,"of Defense",,,,,,,,,,,,,,,,0xFF01FE,
1625,"of Defense",1961,0,0,,,"of Defense",,,,,,,,,,,,,,,,0xFF01FE,
1626,"of Defense",1962,0,0,,,"of Defense",,,,,,,,,,,,,,,,0xFF01FE,
1627,"of Defense",1963,0,0,,,"of Defense",,,,,,,,,,,,,,,,0xFF01FE,
1628,"of Defense",1964,0,0,,,"of Defense",,,,,,,,,,,,,,,,0xFF01FE,
1629,"of Defense",1965,0,0,,,"of Defense",,,,,,,,,,,,,,,,0xFF01FE,
1630,"of Defense",1966,0,0,,,"of Defense",,,,,,,,,,,,,,,,0xFF01FE,
1631,"of Defense",1967,0,0,,,"of Defense",,,,,,,,,,,,,,,,0xFF01FE,
1632,"of Defense",1968,0,0,,,"of Defense",,,,,,,,,,,,,,,,0xFF01FE,
1633,"of Defense",1969,0,0,,,"of Defense",,,,,,,,,,,,,,,,0xFF01FE,
1634,"of Defense",1970,0,0,,,"of Defense",,,,,,,,,,,,,,,,0xFF01FE,
1635,"of Defense",1971,0,0,,,"of Defense",,,,,,,,,,,,,,,,0xFF01FE,
1636,"of Defense",1972,0,0,,,"of Defense",,,,,,,,,,,,,,,,0xFF01FE,
1637,"of Defense",1973,0,0,,,"of Defense",,,,,,,,,,,,,,,,0xFF01FE,
1647,"of Blocking",1983,0,0,,,"of Blocking",,,,,,,,,,,,,,,,0xFF01FE,
1648,"of Blocking",1983,68,0,,,"of Blocking",,,,,,,,,,,,,,,,0xFF01FE,
1649,"of Blocking",1983,68,0,,,"of Blocking",,,,,,,,,,,,,,,,0xFF01FE,
1650,"of Blocking",1983,69,0,,,"of Blocking",,,,,,,,,,,,,,,,0xFF01FE,
1651,"of Blocking",1983,69,0,,,"of Blocking",,,,,,,,,,,,,,,,0xFF01FE,
1652,"of Blocking",1983,70,0,,,"of Blocking",,,,,,,,,,,,,,,,0xFF01FE,
1653,"of Blocking",1983,70,0,,,"of Blocking",,,,,,,,,,,,,,,,0xFF01FE,
1654,"of Blocking",1983,106,0,,,"of Blocking",,,,,,,,,,,,,,,,0xFF01FE,
1655,"of Blocking",1983,106,0,,,"of Blocking",,,,,,,,,,,,,,,,0xFF01FE,
1656,"of Blocking",1983,107,0,,,"of Blocking",,,,,,,,,,,,,,,,0xFF01FE,
1657,"of Blocking",1984,107,0,,,"of Blocking",,,,,,,,,,,,,,,,0xFF01FE,
1658,"of Blocking",1984,108,0,,,"of Blocking",,,,,,,,,,,,,,,,0xFF01FE,
1659,"of Blocking",1984,108,0,,,"of Blocking",,,,,,,,,,,,,,,,0xFF01FE,
1660,"of Blocking",1984,109,0,,,"of Blocking",,,,,,,,,,,,,,,,0xFF01FE,
1661,"of Blocking",1984,109,0,,,"of Blocking",,,,,,,,,,,,,,,,0xFF01FE,
1662,"of Blocking",1984,352,0,,,"of Blocking",,,,,,,,,,,,,,,,0xFF01FE,
1663,"of Blocking",1984,352,0,,,"of Blocking",,,,,,,,,,,,,,,,0xFF01FE,
1664,"of Blocking",1984,357,0,,,"of Blocking",,,,,,,,,,,,,,,,0xFF01FE,
1665,"of Blocking",1984,357,0,,,"of Blocking",,,,,,,,,,,,,,,,0xFF01FE,
1666,"of Blocking",1984,357,0,,,"of Blocking",,,,,,,,,,,,,,,,0xFF01FE,
1667,"of Blocking",1985,357,0,,,"of Blocking",,,,,,,,,,,,,,,,0xFF01FE,
1668,"of Blocking",1985,362,0,,,"of Blocking",,,,,,,,,,,,,,,,0xFF01FE,
1669,"of Blocking",1985,362,0,,,"of Blocking",,,,,,,,,,,,,,,,0xFF01FE,
1670,"of Blocking",1985,362,0,,,"of Blocking",,,,,,,,,,,,,,,,0xFF01FE,
1671,"of Blocking",1985,362,0,,,"of Blocking",,,,,,,,,,,,,,,,0xFF01FE,
1672,"of Blocking",1985,367,0,,,"of Blocking",,,,,,,,,,,,,,,,0xFF01FE,
1673,"of Blocking",1985,367,0,,,"of Blocking",,,,,,,,,,,,,,,,0xFF01FE,
1674,"of Blocking",1985,372,0,,,"of Blocking",,,,,,,,,,,,,,,,0xFF01FE,
1675,"of Blocking",1985,372,0,,,"of Blocking",,,,,,,,,,,,,,,,0xFF01FE,
1676,"of Blocking",1985,372,0,,,"of Blocking",,,,,,,,,,,,,,,,0xFF01FE,
1677,"of Blocking",1986,372,0,,,"of Blocking",,,,,,,,,,,,,,,,0xFF01FE,
1678,"of Blocking",1986,372,0,,,"of Blocking",,,,,,,,,,,,,,,,0xFF01FE,
1679,"of Blocking",1986,372,0,,,"of Blocking",,,,,,,,,,,,,,,,0xFF01FE,
1680,"of Blocking",1986,372,0,,,"of Blocking",,,,,,,,,,,,,,,,0xFF01FE,
1681,"of Blocking",1986,372,0,,,"of Blocking",,,,,,,,,,,,,,,,0xFF01FE,
1682,"of Blocking",1986,410,0,,,"of Blocking",,,,,,,,,,,,,,,,0xFF01FE,
1683,"of Blocking",1986,410,0,,,"of Blocking",,,,,,,,,,,,,,,,0xFF01FE,
1684,"of Blocking",1986,412,0,,,"of Blocking",,,,,,,,,,,,,,,,0xFF01FE,
1685,"of Blocking",1986,412,0,,,"of Blocking",,,,,,,,,,,,,,,,0xFF01FE,
1686,"of Blocking",1986,412,0,,,"of Blocking",,,,,,,,,,,,,,,,0xFF01FE,
1687,"of Blocking",1986,412,0,,,"of Blocking",,,,,,,,,,,,,,,,0xFF01FE,
1688,"of Blocking",1986,684,0,,,"of Blocking",,,,,,,,,,,,,,,,0xFF01FE,
1689,"of Blocking",1986,684,0,,,"of Blocking",,,,,,,,,,,,,,,,0xFF01FE,
1690,"of Blocking",1986,1043,0,,,"of Blocking",,,,,,,,,,,,,,,,0xFF01FE,
1691,"of Blocking",1986,1043,0,,,"of Blocking",,,,,,,,,,,,,,,,0xFF01FE,
1692,"of Blocking",1986,1043,0,,,"of Blocking",,,,,,,,,,,,,,,,0xFF01FE,
1693,"of Blocking",1986,1043,0,,,"of Blocking",,,,,,,,,,,,,,,,0xFF01FE,
1694,"of Blocking",1986,1044,0,,,"of Blocking",,,,,,,,,,,,,,,,0xFF01FE,
1695,"of Blocking",1986,1044,0,,,"of Blocking",,,,,,,,,,,,,,,,0xFF01FE,
1696,"of Blocking",1986,1045,0,,,"of Blocking",,,,,,,,,,,,,,,,0xFF01FE,
1697,"of Blocking",1986,1045,0,,,"of Blocking",,,,,,,,,,,,,,,,0xFF01FE,
1698,"of Blocking",1986,1045,0,,,"of Blocking",,,,,,,,,,,,,,,,0xFF01FE,
1699,"of Blocking",1986,1045,0,,,"of Blocking",,,,,,,,,,,,,,,,0xFF01FE,
1700,"of Blocking",1986,1046,0,,,"of Blocking",,,,,,,,,,,,,,,,0xFF01FE,
1701,"of Blocking",1986,1046,0,,,"of Blocking",,,,,,,,,,,,,,,,0xFF01FE,
1702,"of Blocking",1986,1047,0,,,"of Blocking",,,,,,,,,,,,,,,,0xFF01FE,
1703,"of Blocking",1986,1047,0,,,"of Blocking",,,,,,,,,,,,,,,,0xFF01FE,
1704,"of Marksmanship",2040,0,0,,,"of Marksmanship",,,,,,,,,,,,,,,,0xFF01FE,
1705,"of Marksmanship",2041,0,0,,,"of Marksmanship",,,,,,,,,,,,,,,,0xFF01FE,
1706,"of Marksmanship",2042,0,0,,,"of Marksmanship",,,,,,,,,,,,,,,,0xFF01FE,
1707,"of Marksmanship",2043,0,0,,,"of Marksmanship",,,,,,,,,,,,,,,,0xFF01FE,
1708,"of Marksmanship",2044,0,0,,,"of Marksmanship",,,,,,,,,,,,,,,,0xFF01FE,
1709,"of Marksmanship",2045,0,0,,,"of Marksmanship",,,,,,,,,,,,,,,,0xFF01FE,
1710,"of Marksmanship",2046,0,0,,,"of Marksmanship",,,,,,,,,,,,,,,,0xFF01FE,
1711,"of Marksmanship",2047,0,0,,,"of Marksmanship",,,,,,,,,,,,,,,,0xFF01FE,
1712,"of Marksmanship",2048,0,0,,,"of Marksmanship",,,,,,,,,,,,,,,,0xFF01FE,
1713,"of Marksmanship",2049,0,0,,,"of Marksmanship",,,,,,,,,,,,,,,,0xFF01FE,
1714,"of Marksmanship",2050,0,0,,,"of Marksmanship",,,,,,,,,,,,,,,,0xFF01FE,
1715,"of Marksmanship",2051,0,0,,,"of Marksmanship",,,,,,,,,,,,,,,,0xFF01FE,
1716,"of Marksmanship",2052,0,0,,,"of Marksmanship",,,,,,,,,,,,,,,,0xFF01FE,
1717,"of Marksmanship",2053,0,0,,,"of Marksmanship",,,,,,,,,,,,,,,,0xFF01FE,
1718,"of Marksmanship",2054,0,0,,,"of Marksmanship",,,,,,,,,,,,,,,,0xFF01FE,
1719,"of Marksmanship",2055,0,0,,,"of Marksmanship",,,,,,,,,,,,,,,,0xFF01FE,
1720,"of Marksmanship",2056,0,0,,,"of Marksmanship",,,,,,,,,,,,,,,,0xFF01FE,
1721,"of Marksmanship",2057,0,0,,,"of Marksmanship",,,,,,,,,,,,,,,,0xFF01FE,
1722,"of Marksmanship",2058,0,0,,,"of Marksmanship",,,,,,,,,,,,,,,,0xFF01FE,
1723,"of Marksmanship",2059,0,0,,,"of Marksmanship",,,,,,,,,,,,,,,,0xFF01FE,
1724,"of Marksmanship",2060,0,0,,,"of Marksmanship",,,,,,,,,,,,,,,,0xFF01FE,
1725,"of Marksmanship",2061,0,0,,,"of Marksmanship",,,,,,,,,,,,,,,,0xFF01FE,
1726,"of Marksmanship",2062,0,0,,,"of Marksmanship",,,,,,,,,,,,,,,,0xFF01FE,
1727,"of Marksmanship",2063,0,0,,,"of Marksmanship",,,,,,,,,,,,,,,,0xFF01FE,
1728,"of Marksmanship",2064,0,0,,,"of Marksmanship",,,,,,,,,,,,,,,,0xFF01FE,
1729,"of Marksmanship",2065,0,0,,,"of Marksmanship",,,,,,,,,,,,,,,,0xFF01FE,
1730,"of Marksmanship",2066,0,0,,,"of Marksmanship",,,,,,,,,,,,,,,,0xFF01FE,
1731,"of Marksmanship",2067,0,0,,,"of Marksmanship",,,,,,,,,,,,,,,,0xFF01FE,
1732,"of Marksmanship",2068,0,0,,,"of Marksmanship",,,,,,,,,,,,,,,,0xFF01FE,
1733,"of Marksmanship",2069,0,0,,,"of Marksmanship",,,,,,,,,,,,,,,,0xFF01FE,
1734,"of Marksmanship",2070,0,0,,,"of Marksmanship",,,,,,,,,,,,,,,,0xFF01FE,
1735,"of Marksmanship",2071,0,0,,,"of Marksmanship",,,,,,,,,,,,,,,,0xFF01FE,
1736,"of Marksmanship",2072,0,0,,,"of Marksmanship",,,,,,,,,,,,,,,,0xFF01FE,
1737,"of Marksmanship",2073,0,0,,,"of Marksmanship",,,,,,,,,,,,,,,,0xFF01FE,
1738,"of Marksmanship",2074,0,0,,,"of Marksmanship",,,,,,,,,,,,,,,,0xFF01FE,
1739,"of Marksmanship",2075,0,0,,,"of Marksmanship",,,,,,,,,,,,,,,,0xFF01FE,
1740,"of Marksmanship",2076,0,0,,,"of Marksmanship",,,,,,,,,,,,,,,,0xFF01FE,
1741,"of Marksmanship",2077,0,0,,,"of Marksmanship",,,,,,,,,,,,,,,,0xFF01FE,
1742,"of Eluding",2078,0,0,,,"of Eluding",,,,,,,,,,,,,,,,0xFF01FE,
1743,"of Eluding",2078,0,0,,,"of Eluding",,,,,,,,,,,,,,,,0xFF01FE,
1744,"of Eluding",2078,0,0,,,"of Eluding",,,,,,,,,,,,,,,,0xFF01FE,
1745,"of Eluding",2078,0,0,,,"of Eluding",,,,,,,,,,,,,,,,0xFF01FE,
1746,"of Eluding",2078,0,0,,,"of Eluding",,,,,,,,,,,,,,,,0xFF01FE,
1747,"of Eluding",2078,0,0,,,"of Eluding",,,,,,,,,,,,,,,,0xFF01FE,
1748,"of Eluding",2078,74,0,,,"of Eluding",,,,,,,,,,,,,,,,0xFF01FE,
1749,"of Eluding",2078,74,0,,,"of Eluding",,,,,,,,,,,,,,,,0xFF01FE,
1750,"of Eluding",2078,74,0,,,"of Eluding",,,,,,,,,,,,,,,,0xFF01FE,
1751,"of Eluding",2078,75,0,,,"of Eluding",,,,,,,,,,,,,,,,0xFF01FE,
1752,"of Eluding",2078,75,0,,,"of Eluding",,,,,,,,,,,,,,,,0xFF01FE,
1753,"of Eluding",2078,75,0,,,"of Eluding",,,,,,,,,,,,,,,,0xFF01FE,
1754,"of Eluding",2078,76,0,,,"of Eluding",,,,,,,,,,,,,,,,0xFF01FE,
1755,"of Eluding",2078,76,0,,,"of Eluding",,,,,,,,,,,,,,,,0xFF01FE,
1756,"of Eluding",2078,76,0,,,"of Eluding",,,,,,,,,,,,,,,,0xFF01FE,
1757,"of Eluding",2078,90,0,,,"of Eluding",,,,,,,,,,,,,,,,0xFF01FE,
1758,"of Eluding",2078,90,0,,,"of Eluding",,,,,,,,,,,,,,,,0xFF01FE,
1759,"of Eluding",2078,90,0,,,"of Eluding",,,,,,,,,,,,,,,,0xFF01FE,
1760,"of Eluding",2078,91,0,,,"of Eluding",,,,,,,,,,,,,,,,0xFF01FE,
1761,"of Eluding",2078,91,0,,,"of Eluding",,,,,,,,,,,,,,,,0xFF01FE,
1762,"of Eluding",2078,91,0,,,"of Eluding",,,,,,,,,,,,,,,,0xFF01FE,
1763,"of Eluding",2078,92,0,,,"of Eluding",,,,,,,,,,,,,,,,0xFF01FE,
1764,"of Eluding",2078,92,0,,,"of Eluding",,,,,,,,,,,,,,,,0xFF01FE,
1765,"of Eluding",2078,92,0,,,"of Eluding",,,,,,,,,,,,,,,,0xFF01FE,
1766,"of Eluding",2078,93,0,,,"of Eluding",,,,,,,,,,,,,,,,0xFF01FE,
1767,"of Eluding",2078,93,0,,,"of Eluding",,,,,,,,,,,,,,,,0xFF01FE,
1768,"of Eluding",2078,93,0,,,"of Eluding",,,,,,,,,,,,,,,,0xFF01FE,
1769,"of Eluding",2078,343,0,,,"of Eluding",,,,,,,,,,,,,,,,0xFF01FE,
1770,"of Eluding",2078,343,0,,,"of Eluding",,,,,,,,,,,,,,,,0xFF01FE,
1771,"of Eluding",2078,343,0,,,"of Eluding",,,,,,,,,,,,,,,,0xFF01FE,
1772,"of Eluding",2078,349,0,,,"of Eluding",,,,,,,,,,,,,,,,0xFF01FE,
1773,"of Eluding",2078,349,0,,,"of Eluding",,,,,,,,,,,,,,,,0xFF01FE,
1774,"of Eluding",2078,349,0,,,"of Eluding",,,,,,,,,,,,,,,,0xFF01FE,
1775,"of Eluding",2078,349,0,,,"of Eluding",,,,,,,,,,,,,,,,0xFF01FE,
1776,"of Eluding",2078,349,0,,,"of Eluding",,,,,,,,,,,,,,,,0xFF01FE,
1777,"of Eluding",2078,349,0,,,"of Eluding",,,,,,,,,,,,,,,,0xFF01FE,
1778,"of Eluding",2078,349,0,,,"of Eluding",,,,,,,,,,,,,,,,0xFF01FE,
1779,"of Eluding",2078,349,0,,,"of Eluding",,,,,,,,,,,,,,,,0xFF01FE,
1780,"of Eluding",2078,358,0,,,"of Eluding",,,,,,,,,,,,,,,,0xFF01FE,
1781,"of Eluding",2078,358,0,,,"of Eluding",,,,,,,,,,,,,,,,0xFF01FE,
1782,"of Eluding",2078,358,0,,,"of Eluding",,,,,,,,,,,,,,,,0xFF01FE,
1783,"of Eluding",2078,363,0,,,"of Eluding",,,,,,,,,,,,,,,,0xFF01FE,
1784,"of Eluding",2078,363,0,,,"of Eluding",,,,,,,,,,,,,,,,0xFF01FE,
1785,"of Eluding",2078,363,0,,,"of Eluding",,,,,,,,,,,,,,,,0xFF01FE,
1786,"of Eluding",2078,368,0,,,"of Eluding",,,,,,,,,,,,,,,,0xFF01FE,
1787,"of Eluding",2078,368,0,,,"of Eluding",,,,,,,,,,,,,,,,0xFF01FE,
1788,"of Eluding",2078,368,0,,,"of Eluding",,,,,,,,,,,,,,,,0xFF01FE,
1789,"of Eluding",2078,368,0,,,"of Eluding",,,,,,,,,,,,,,,,0xFF01FE,
1790,"of Eluding",2078,403,0,,,"of Eluding",,,,,,,,,,,,,,,,0xFF01FE,
1791,"of Eluding",2078,403,0,,,"of Eluding",,,,,,,,,,,,,,,,0xFF01FE,
1792,"of Eluding",2078,403,0,,,"of Eluding",,,,,,,,,,,,,,,,0xFF01FE,
1793,"of Eluding",2078,404,0,,,"of Eluding",,,,,,,,,,,,,,,,0xFF01FE,
