id;value;displayid;
10587;Goblin Bomb Dispenser;20627;
10588;Goblin Rocket Helmet;67049;
10589;Oathstone of Ysera's Dragonflight;20220;
10590;Pocked Black Box;7074;
10592;Catseye Elixir;19520;
10593;Imperfect Draenethyst Fragment;6673;
10595;Kum'sha's Junk;16190;
10597;Head of Magus Rimtori;15706;
10598;Hetaera's Bloodied Head;7135;
10599;Hetaera's Beaten Head;11932;
10600;Hetaera's Bruised Head;9150;
10601;Schematic: Bright-Eye Goggles;15274;
10602;Schematic: Deadly Scope;1102;
10603;Schematic: Catseye Ultra Goggles;15274;
10604;Schematic: Mithril Heavy-bore Rifle;15274;
10605;Schematic: Spellpower Goggles Xtreme;1102;
10606;Schematic: Parachute Cloak;15274;
10607;Schematic: Deepdive Helmet;1102;
10608;Schematic: Sniper Scope;1102;
10609;Schematic: Mithril Mechanical Dragonling;1102;
10610;Hetaera's Blood;19547;
10620;Thorium Ore;20658;
10621;Runed Scroll;1301;
10622;Kadrak's Flag;19562;
10623;Winter's Bite;18391;
10624;Stinging Bow;25604;
10625;Stealthblade;20315;
10626;Ragehammer;19617;
10627;Bludgeon of the Grinning Dog;20259;
10628;Deathblow;20189;
10629;Mistwalker Boots;19950;
10630;Soulcatcher Halo;22928;
10631;Murkwater Gauntlets;28800;
10632;Slimescale Bracers;28711;
10633;Silvershell Leggings;19900;
10634;Mindseye Circle;9832;
10635;Painted Chain Leggings;28230;
10636;Nomadic Gloves;12415;
10637;Brewer's Gloves;14152;
10638;Long Draping Cape;28209;
10639;Hyacinth Mushroom;19566;
10640;Webwood Ichor;2885;
10641;Moonpetal Lily;18168;
10642;Iverron's Antidote;17893;
10643;Sealed Letter to Ag'tor;3029;
10644;Recipe: Goblin Rocket Fuel;1301;
10645;Gnomish Death Ray;20626;
10646;Goblin Sapper Charge;20535;
10647;Engineer's Ink;17883;
10648;Common Parchment;57388;
10649;Nightmare Shard;19223;
10652;Will of the Mountain Giant;22213;
10653;Trailblazer Boots;9174;
10654;Jutebraid Gloves;19949;
10655;Sedgeweed Britches;20210;
10656;Barkmail Vest;28069;
10657;Talbar Mantle;19991;
10658;Quagmire Galoshes;28238;
10659;Shard of Afrasa;2516;
10660;First Mosh'aru Tablet;22484;
10661;Second Mosh'aru Tablet;20220;
10662;Filled Egg of Hakkar;19527;
10663;Essence of Hakkar;19576;
10664;A Note to Magus Rimtori;7798;
10678;Magatha's Note;3024;
10679;Andron's Note;3024;
10680;Jes'rimon's Note;3024;
10681;Xylem's Note;3024;
10682;Belnistrasz's Oathstone;20219;
10683;Explorer's Knapsack;19595;
10684;Colossal Parachute;19606;
10686;Aegis of Battle;20820;
10687;Empty Vial Labeled #1;18077;
10688;Empty Vial Labeled #2;18077;
10689;Empty Vial Labeled #3;18077;
10690;Empty Vial Labeled #4;18077;
10691;Filled Vial Labeled #1;15736;
10692;Filled Vial Labeled #2;15737;
10693;Filled Vial Labeled #3;15733;
10694;Filled Vial Labeled #4;15734;
10695;Box of Empty Vials;12925;
10696;Enchanted Azsharite Felbane Sword;22229;
10697;Enchanted Azsharite Felbane Dagger;20570;
10698;Enchanted Azsharite Felbane Staff;20275;
10699;Yeh'kinya's Bramble;12866;
10700;Encarmine Boots;18832;
10701;Boots of Zua'tec;28263;
10702;Enormous Ogre Boots;28273;
10703;Fiendish Skiv;20297;
10704;Chillnail Splinter;28267;
10705;Firwillow Wristbands;19915;
10706;Nightscale Girdle;28336;
10707;Steelsmith Greaves;19742;
10708;Skullspell Orb;19786;
10709;Pyrestone Orb;28291;
10710;Dragonclaw Ring;9834;
10711;Dragon's Blood Necklace;9854;
10712;Cuely's Elixir;2533;
10713;Plans: Inlaid Mithril Cylinder;6270;
10714;Crystallized Azsharite;13496;
10715;Kim'Jael's Scope;18155;
10716;Gnomish Shrink Ray;20625;
10717;Kim'Jael's Compass;19658;
10718;Kim'Jael's Wizzlegoober;7842;
10720;Gnomish Net-o-Matic Projector;19662;
10721;Gnomish Harm Prevention Belt;14832;
10722;Kim'Jael's Stuffed Chicken;19663;
10724;Gnomish Rocket Boots;19665;
10725;Gnomish Battle Chicken;19666;
10726;Gnomish Mind Control Cap;19667;
10727;Goblin Dragon Gun;20539;
10728;Pattern: Black Swashbuckler's Shirt;1102;
10738;Shipment to Galvan;11448;
10739;Ring of Fortitude;15422;
10740;Centurion Legplates;28310;
10741;Lordrec Helmet;42881;
10742;Dragonflight Leggings;19710;
10743;Drakefire Headguard;28143;
10744;Axe of the Ebon Drake;19130;
10745;Kaylari Shoulders;28330;
10746;Runesteel Vambraces;28343;
10747;Teacher's Sash;19992;
10748;Wanderlust Boots;4385;
10749;Avenguard Helm;19728;
10750;Lifeforce Dirk;20569;
10751;Gemburst Circlet;19920;
10752;Emerald Encrusted Chest;19745;
10753;Amulet of Grol;19762;
10754;Amulet of Sevine;19763;
10755;Amulet of Allistarj;19764;
10757;Ward of the Defiler;19767;
10758;X'caliboar;19779;
10759;Severed Horn of the Defiler;13122;
10760;Swine Fists;28683;
10761;Coldrage Dagger;20572;
10762;Robes of the Lich;19953;
10763;Icemetal Barbute;28783;
10764;Deathchill Armor;28710;
10765;Bonefingers;28688;
10766;Plaguerot Sprig;21027;
10767;Savage Boar's Guard;20974;
10768;Boar Champion's Belt;28684;
10769;Glowing Eye of Mordresh;19785;
10770;Mordresh's Lifeless Skull;19786;
10771;Deathmage Sash;19910;
10772;Glutton's Cleaver;8466;
10773;Hakkari Urn;15692;
10774;Fleshhide Shoulders;28744;
10775;Carapace of Tuten'kash;28694;
10776;Silky Spider Cape;22994;
10777;Arachnid Gloves;28595;
10778;Necklace of Sanctuary;1399;
10779;Demon's Blood;16452;
10780;Mark of Hakkar;9837;
10781;Hakkari Breastplate;18470;
10782;Hakkari Shroud;19930;
10783;Atal'ai Spaulders;19995;
10784;Atal'ai Breastplate;19793;
10785;Atal'ai Leggings;14776;
10786;Atal'ai Boots;19794;
10787;Atal'ai Gloves;19796;
10788;Atal'ai Girdle;19996;
10789;Manual of Engineering Disciplines;1134;
10790;Gnome Engineer Membership Card;3032;
10791;Goblin Engineer Membership Card;5567;
10792;Nixx's Pledge of Secrecy;7744;
10793;Overspark's Pledge of Secrecy;7744;
10794;Oglethorpe's Pledge of Secrecy;7744;
10795;Drakeclaw Band;9834;
10796;Drakestone;21602;
10797;Firebreather;20030;
10798;Atal'alarion's Tusk Ring;28640;
10799;Headspike;22242;
10800;Darkwater Bracers;19806;
10801;Slitherscale Boots;19912;
10802;Wingveil Cloak;18968;
10803;Blade of the Wretched;20035;
10804;Fist of the Damned;19892;
10805;Eater of the Dead;19127;
10806;Vestments of the Atal'ai Prophet;19810;
10807;Kilt of the Atal'ai Prophet;19812;
10808;Gloves of the Atal'ai Prophet;19813;
10818;Yeh'kinya's Scroll;3331;
10819;Wildkin Feather;19529;
10820;Jackseed Belt;19932;
10821;Sower's Cloak;28298;
10822;Dark Whelpling;51621;
10823;Vanquisher's Sword;20086;
10824;Amberglow Talisman;9859;
10826;Staff of Lore;20293;
10827;Surveyor's Tunic;28205;
10828;Dire Nail;20273;
10829;The Dragon's Eye;6494;
10830;M73 Frag Grenade;25482;
10831;Fel Orb;6506;
10832;Fel Tracker Owner's Manual;1246;
10833;Horns of Eranikus;19838;
10834;Felhound Tracker Kit;15692;
10835;Crest of Supremacy;19840;
10836;Rod of Corrosion;20788;
10837;Tooth of Eranikus;19841;
10838;Might of Hakkar;19869;
10839;Crystallized Note;16062;
10840;Crystallized Note;16062;
10841;Goldthorn Tea;19873;
10842;Windscale Sarong;22427;
10843;Featherskin Cape;22995;
10844;Spire of Hakkar;20258;
10845;Warrior's Embrace;19893;
10846;Bloodshot Greaves;19898;
10847;Dragon's Call;20571;
10858;Plans: Solid Iron Maul;1102;
10918;Wound Poison;37278;
10919;Apothecary Gloves;20476;
10920;Wound Poison II;37278;
10921;Wound Poison III;37278;
10922;Wound Poison IV;37278;
10938;Lesser Magic Essence;20608;
10939;Greater Magic Essence;20609;
10940;Strange Dust;20611;
10958;Hilary's Necklace;15658;
10959;Demon Hide Sack;20342;
10978;Small Glimmering Shard;32878;
10998;Lesser Astral Essence;20610;
10999;Ironfel;20433;
11000;Shadowforge Key;13885;
11018;Un'Goro Soil;2480;
11020;Evergreen Pouch;20503;
11022;Packet of Tharlendris Seeds;20505;
11023;Ancona Chicken;17284;
11024;Evergreen Herb Casing;23217;
11026;Tree Frog Box;17284;
11027;Wood Frog Box;17284;
11038;Formula: Enchant 2H Weapon - Lesser Spirit;11431;
11039;Formula: Enchant Cloak - Minor Agility;11431;
11040;Morrowgrain;1442;
11058;Sha'ni's Nose-Ring;20558;
11078;Relic Coffer Key;4287;
11079;Gor'tesh's Lopped Off Head;20597;
11080;Gor'tesh's Lopped Off Head;20597;
11081;Formula: Enchant Shield - Lesser Protection;11431;
11082;Greater Astral Essence;20613;
11083;Soul Dust;20614;
11084;Large Glimmering Shard;35425;
11086;Jang'thraze the Protector;20031;
11098;Formula: Enchant Cloak - Lesser Shadow Resistance;11431;
11101;Formula: Enchant Bracer - Lesser Strength;11431;
11102;Unhatched Sprite Darter Egg;20692;
11103;Seed Voucher;3093;
11104;Large Compass;6562;
11105;Curled Map Parchment;20710;
11106;Lion-headed Key;20711;
11107;A Small Pack;20709;
11108;Faded Photograph;4110;
11109;Special Chicken Feed;7087;
11110;Chicken Egg;18047;
11112;Research Equipment;20733;
11113;Crate of Foodstuffs;11448;
11114;Dinosaur Bone;6668;
11116;A Mangled Journal;1317;
11118;Archaedic Stone;20769;
11119;Milly's Harvest;21973;
11120;Belgrom's Hammer;28262;
11121;Darkwater Talwar;20094;
11122;Carrot on a Stick;21115;
11123;Rainstrider Leggings;14590;
11124;Helm of Exile;28196;
11125;Grape Manifest;2247;
11126;Tablet of Kurniya;20774;
11127;Scavenged Goods;20775;
11128;Golden Rod;21206;
11129;Essence of the Elements;20784;
11130;Runed Golden Rod;21206;
11131;Hive Wall Sample;20789;
11132;Unused Scraping Vial;20791;
11133;Linken's Training Sword;20797;
11134;Lesser Mystic Essence;20794;
11135;Greater Mystic Essence;20795;
11136;Linken's Tempered Sword;20796;
11137;Vision Dust;20798;
11138;Small Glowing Shard;39179;
11139;Large Glowing Shard;20784;
11140;Prison Cell Key;20802;
11141;Bait;20803;
11142;Broken Samophlange;9167;
11143;Nugget Slug;20818;
11144;Truesilver Rod;21209;
11145;Runed Truesilver Rod;21209;
11146;Broken and Battered Samophlange;9167;
11147;Samophlange Manual Cover;3426;
11148;Samophlange Manual Page;7629;
11149;Samophlange Manual;6672;
11150;Formula: Enchant Gloves - Mining;11431;
11151;Formula: Enchant Gloves - Herbalism;11431;
11152;Formula: Enchant Gloves - Fishing;11431;
11162;Linken's Superior Sword;20872;
11163;Formula: Enchant Bracer - Lesser Deflection;11431;
11164;Formula: Enchant Weapon - Lesser Beastslayer;11431;
11165;Formula: Enchant Weapon - Lesser Elemental Slayer;11431;
11166;Formula: Enchant Gloves - Skinning;11431;
11167;Formula: Enchant Boots - Lesser Spirit;11431;
11168;Formula: Enchant Shield - Lesser Block;11431;
11169;Book of Aquor;21032;
11170;Deprecated Silver Totem of Aquementas;21373;
11172;Silvery Claws;20893;
11173;Irontree Heart;20894;
11174;Lesser Nether Essence;20895;
11175;Greater Nether Essence;20896;
11176;Dream Dust;20899;
11177;Small Radiant Shard;21472;
11178;Large Radiant Shard;36271;
11179;Golden Flame;20912;
11184;Blue Power Crystal;6614;
11185;Green Power Crystal;7393;
11186;Red Power Crystal;20977;
11187;Stemleaf Bracers;25939;
11188;Yellow Power Crystal;20978;
11189;Woodland Robes;28178;
11190;Viny Gloves;28188;
11191;Farmer's Boots;28167;
11192;Outfitter Gloves;4685;
11193;Blazewind Breastplate;19002;
11194;Prismscale Hauberk;28237;
11195;Warforged Chestplate;28185;
11196;Mindburst Medallion;9859;
11197;Dark Keeper Key;20983;
11202;Formula: Enchant Shield - Stamina;11431;
11203;Formula: Enchant Gloves - Advanced Mining;11431;
11204;Formula: Enchant Bracer - Greater Spirit;11431;
11205;Formula: Enchant Gloves - Advanced Herbalism;11431;
11206;Formula: Enchant Cloak - Lesser Agility;11431;
11207;Formula: Enchant Weapon - Fiery Weapon;11431;
11208;Formula: Enchant Weapon - Demonslaying;11431;
11222;Head of Krom'zar;9666;
11223;Formula: Enchant Bracer - Deflection;11431;
11224;Formula: Enchant Shield - Frost Resistance;11431;
11225;Formula: Enchant Bracer - Greater Stamina;11431;
11226;Formula: Enchant Gloves - Riding Skill;11431;
11227;Piece of Krom'zar's Banner;6748;
11229;Brightscale Girdle;28306;
11230;Encased Fiery Essence;20995;
11231;Altered Black Dragonflight Molt;19502;
11242;Evoroot;18169;
11243;Videre Elixir;15788;
11262;Orb of Lorica;28337;
11263;Nether Force Wand;25077;
11265;Cragwood Maul;28629;
11266;Fractured Elemental Shard;21072;
11267;Elemental Shard Sample;21072;
11268;Head of Argelmach;3920;
11269;Intact Elemental Core;8560;
11270;Nixx's Signed Pledge;7744;
11282;Oglethorpe's Signed Pledge;7744;
11283;Overspark's Signed Pledge;7744;
11284;Accurate Slugs;19422;
11285;Jagged Arrow;21091;
11286;Thorium Shackles;21092;
11287;Lesser Magic Wand;21096;
11288;Greater Magic Wand;21097;
11289;Lesser Mystic Wand;21098;
11290;Greater Mystic Wand;21101;
11291;Star Wood;7290;
11302;Uther's Strength;6515;
11303;Fine Shortbow;8104;
11304;Fine Longbow;20550;
11305;Dense Shortbow;21111;
11306;Sturdy Recurve;20713;
11307;Massive Longbow;21112;
11308;Sylvan Shortbow;21113;
11309;The Heart of the Mountain;7050;
11310;Flameseer Mantle;5116;
11311;Emberscale Cape;28731;
11312;Lost Thunderbrew Recipe;8927;
11313;Ribbly's Head;1310;
11315;Bloodpetal Sprout;21149;
11316;Bloodpetal;13489;
11318;Atal'ai Haze;21164;
11319;Unloaded Zapper;21175;
11320;Bloodpetal Zapper;21189;
11324;Explorer's Knapsack;19595;
11325;Dark Iron Ale Mug;18099;
11362;Medium Quiver;21329;
11363;Medium Shot Pouch;1816;
11364;Tabard of Stormwind;21338;
11366;Helendis Riverhorn's Letter;7649;
11367;Solomon's Plea to King Wrynn;7726;
11368;Wrynn's Decree;16065;
11370;Dark Iron Ore;4691;
11371;Dark Iron Bar;7389;
11382;Blood of the Mountain;7051;
11384;Broken Basilisk Teeth;7350;
11385;Basilisk Scale;21363;
11386;Squishy Basilisk Eye;9292;
11387;Basilisk Heart;3422;
11388;Basilisk Venom;2885;
11389;Shimmering Basilisk Skin;21364;
11390;Broken Bat Fang;6002;
11391;Spined Bat Wing;18517;
11392;Severed Bat Claw;3307;
11393;Small Bat Skull;7103;
11394;Bat Heart;1438;
11395;Bat Ear;21365;
11402;Sleek Bat Pelt;21366;
11403;Large Bat Fang;6651;
11404;Evil Bat Eye;1504;
11405;Giant Silver Vein;21367;
11406;Rotting Bear Carcass;8794;
11407;Torn Bear Pelt;7170;
11408;Bear Jaw;21368;
11409;Bear Organ;3397;
11410;Savage Bear Claw;1496;
11411;Large Bear Bone;6569;
11412;Nagmara's Vial;4136;
11413;Nagmara's Filled Vial;4136;
11414;Grizzled Mane;7354;
11415;Mixed Berries;21369;
11416;Delicate Ribcage;6631;
11417;Feathery Wing;4433;
11418;Hollow Wing Bone;7251;
11419;Mysterious Unhatched Egg;18047;
11420;Elegant Writing Tool;21370;
11422;Goblin Engineer's Renewal Gift;21374;
11423;Gnome Engineer's Renewal Gift;21375;
11444;Grim Guzzler Boar;2376;
11445;Flute of the Ancients;21402;
11446;A Crumpled Up Note;7695;
11462;Discarded Knife;21411;
11463;Undelivered Parcel;1244;
11464;Marshal Windsor's Lost Information;20219;
11465;Marshal Windsor's Lost Information;20219;
11466;Raschal's Report;1093;
11467;Blackrock Medallion;18725;
11468;Dark Iron Fanny Pack;1281;
11469;Bloodband Bracers;14601;
11470;Tablet Transcript;7695;
11471;Fragile Sprite Darter Egg;20692;
11472;Silvermane Stalker Flank;2599;
11474;Sprite Darter Egg;18047;
11475;Wine-stained Cloak;28181;
11476;U'cha's Pelt;7112;
11477;White Ravasaur Claw;21415;
11478;Un'Goro Gorilla Pelt;8952;
11479;Un'Goro Stomper Pelt;21416;
11480;Un'Goro Thunderer Pelt;3164;
11482;Crystal Pylon User's Manual;21431;
11502;Loreskin Shoulders;28217;
11503;Blood Amber;21458;
11504;Piece of Threshadon Carcass;1116;
11507;Spotted Hyena Pelt;21463;
11508;Gamemaster's Slippers;22034;
11509;Ravasaur Pheromone Gland;1438;
11510;Lar'korwi's Head;30111;
11511;Cenarion Beacon;21469;
11512;Patch of Tainted Skin;21470;
11513;Tainted Vitriol;19239;
11514;Fel Creep;21471;
11515;Corrupted Soul Shard;21472;
11516;Cenarion Plant Salve;21473;
11522;Silver Totem of Aquementas;21608;
11562;Crystal Restore;2516;
11563;Crystal Force;13496;
11564;Crystal Ward;4777;
11565;Crystal Yield;7401;
11566;Crystal Charge;6496;
11567;Crystal Spire;1262;
11568;Torwa's Pouch;8631;
11569;Preserved Threshadon Meat;2599;
11570;Preserved Pheromone Mixture;1275;
11582;Fel Salve;21531;
11583;Cactus Apple;6410;
11584;Cactus Apple Surprise;6410;
11590;Mechanical Repair Kit;7842;
11602;Grim Guzzler Key;4287;
11603;Vilerend Slicer;23270;
11604;Dark Iron Plate;21580;
11605;Dark Iron Shoulders;21574;
11606;Dark Iron Mail;21577;
11607;Dark Iron Sunderer;22218;
11608;Dark Iron Pulverizer;25046;
11610;Plans: Dark Iron Pulverizer;1102;
11611;Plans: Dark Iron Sunderer;1102;
11612;Plans: Dark Iron Plate;1102;
11614;Plans: Dark Iron Mail;15274;
11615;Plans: Dark Iron Shoulders;15274;
11617;Eridan's Supplies;21586;
11622;Lesser Arcanum of Rumination;22651;
11623;Spritecaster Cape;26137;
11624;Kentic Amice;28788;
11625;Enthralled Sphere;21595;
11626;Blackveil Cape;26278;
11627;Fleetfoot Greaves;28658;
11628;Houndmaster's Bow;28780;
11629;Houndmaster's Rifle;28781;
11630;Rockshard Pellets;2418;
11631;Stoneshell Guard;21613;
11632;Earthslag Shoulders;28725;
11633;Spiderfang Carapace;21898;
11634;Silkweb Gloves;28741;
11635;Hookfang Shanker;28779;
11642;Lesser Arcanum of Constitution;22651;
11643;Lesser Arcanum of Tenacity;22651;
11644;Lesser Arcanum of Resilience;22651;
11645;Lesser Arcanum of Voracity;22651;
11646;Lesser Arcanum of Voracity;22651;
11647;Lesser Arcanum of Voracity;22651;
11648;Lesser Arcanum of Voracity;22651;
11649;Lesser Arcanum of Voracity;22651;
11662;Ban'thok Sash;28642;
11665;Ogreseer Fists;17263;
11668;Flute of Xavaric;21402;
11669;Naglering;9837;
11674;Jadefire Felbind;21651;
11675;Shadefiend Boots;18979;
11677;Graverot Cape;28381;
11678;Carapace of Anub'shiah;26654;
11679;Rubicund Armguards;28820;
11682;Eridan's Vial;21673;
11684;Ironfoe;23618;
11685;Splinthide Shoulders;28704;
11686;Girdle of Beastial Fury;28763;
11702;Grizzle's Skinner;28765;
11703;Stonewall Girdle;28686;
11722;Dregmetal Spaulders;28721;
11723;Goodsteel's Balanced Flameberge;21692;
11724;Overdue Package;7918;
11725;Solid Crystal Leg Shaft;10530;
11726;Savage Gladiator Chain;28724;
11727;Goodsteel Ledger;1143;
11728;Savage Gladiator Leggings;21694;
11729;Savage Gladiator Helm;28826;
11730;Savage Gladiator Grips;28723;
11731;Savage Gladiator Greaves;28666;
11732;Libram of Rumination;1246;
11733;Libram of Constitution;7139;
11734;Libram of Tenacity;1103;
11735;Ragefury Eyepatch;21701;
11736;Libram of Resilience;8093;
11737;Libram of Voracity;1134;
11742;Wayfarer's Knapsack;20709;
11743;Rockfist;21714;
11744;Bloodfist;21715;
11745;Fists of Phalanx;28740;
11746;Golem Skull Helm;21717;
11747;Flamestrider Robes;21719;
11748;Pyric Caduceus;28807;
11749;Searingscale Leggings;28722;
11750;Kindling Stave;21723;
11751;Burning Essence;21724;
11752;Black Blood of the Tormented;17974;
11753;Eye of Kajal;7986;
11754;Black Diamond;22652;
11755;Verek's Collar;21725;
11764;Cinderhide Armsplints;21753;
11765;Pyremail Wristguards;28806;
11766;Flameweave Cuffs;21755;
11767;Emberplate Armguards;21754;
11768;Incendic Bracers;28785;
11782;Boreal Mantle;21771;
11783;Chillsteel Girdle;28696;
11784;Arbiter's Blade;21773;
11785;Rock Golem Bulwark;18814;
11786;Stone of the Earth;21775;
11787;Shalehusk Boots;28669;
11802;Lavacrest Leggings;19843;
11803;Force of Magma;21793;
11804;Spraggle's Canteen;21794;
11805;Rubidium Hammer;28821;
11807;Sash of the Burning Heart;28825;
11808;Circle of Flame;28268;
11809;Flame Wrath;22031;
11810;Force of Will;19767;
11811;Smoking Heart of the Mountain;21804;
11812;Cape of the Fire Salamander;22997;
11813;Formula: Smoking Heart of the Mountain;11431;
11814;Molten Fists;21805;
11815;Hand of Justice;6337;
11816;Angerforge's Battle Axe;22212;
11817;Lord General's Sword;21809;
11818;Grimesilt Outhouse Key;21807;
11819;Second Wind;18725;
11820;Royal Decorated Armor;28819;
11821;Warstrife Leggings;28623;
11822;Omnicast Boots;28660;
11823;Luminary Kilt;28728;
11824;Cyclopean Band;9847;
11825;Pet Bombling;21833;
11826;Lil' Smoky;59496;
11827;Schematic: Lil' Smoky;15274;
11828;Schematic: Pet Bombling;15274;
11829;Un'Goro Ash;2480;
11830;Webbed Diemetradon Scale;21834;
11831;Webbed Pterrordax Scale;21835;
11832;Burst of Knowledge;19764;
11833;Gorishi Queen Lure;21836;
11834;Super Sticky Tar;9518;
11835;Gorishi Queen Brain;10923;
11837;Gorishi Scent Gland;1438;
11839;Chief Architect's Monocle;21839;
11840;Master Builder's Shirt;21842;
11841;Senior Designer's Pantaloons;28720;
11842;Lead Surveyor's Mantle;28792;
11843;Bank Voucher;7798;
11844;Pestlezugg's Un'Goro Report;1301;
11845;Handmade Leather Bag;1183;
11846;Wizbang's Special Brew;21845;
11847;Battered Cloak;28071;
11848;Flax Belt;28170;
11849;Rustmetal Bracers;9644;
11850;Short Duskbat Cape;23128;
11851;Scavenger Tunic;28249;
11852;Roamer's Leggings;19575;
11853;Rambling Boots;28241;
11854;Samophlange Screwdriver;28245;
11855;Tork Wrench;7494;
11856;Ceremonial Elven Blade;28312;
11857;Sanctimonial Rod;28345;
11858;Battlehard Cape;28260;
