long,long,long,long,str,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,str,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,long,flags,long,flags,long,str,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,long,long,
54,-1,566,0,"Eye of the Storm battles",,,,,,,,,,,,,,,,0xFF01FE,"Eye of the Storm battles",,,,,,,,,,,,,,,,0xFF01FE,153,0x0,9,0x1,1,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
103,-1,-1,0,"Circle of Blood matches",,,,,,,,,,,,,,,,0xFF01FE,"Circle of Blood matches",,,,,,,,,,,,,,,,0xFF01FE,152,0x0,9,0x1,4,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
156,-1,529,0,"Territorial Dominance",,,,,,,,,,,,,,,,0xFF01FE,"Win 10 Arathi Basin matches while controlling all 5 flags.",,,,,,,,,,,,,,,,0xFF01FE,14802,0xA,9,0x0,3452,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
201,-1,489,0,"Warsong Expedience",,,,,,,,,,,,,,,,0xFF01FE,"Win Warsong Gulch in under 7 minutes.",,,,,,,,,,,,,,,,0xFF01FE,14804,0xA,9,0x0,3389,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
226,-1,30,0,"The Alterac Blitz",,,,,,,,,,,,,,,,0xFF01FE,"Win Alterac Valley in 6 minutes.",,,,,,,,,,,,,,,,0xFF01FE,14801,0x14,9,0x0,3380,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
306,-1,-1,0,"Master Angler of Azeroth",,,,,,,,,,,,,,,,0xFF01FE,"Win the Booty Bay fishing contest or the Kalu'ak Fishing Derby.",,,,,,,,,,,,,,,,0xFF01FE,171,0x14,9,0x0,577,"",,,,,,,,,,,,,,,,0xFF01EE,1,0,
332,-1,-1,0,"Most expensive auction sold",,,,,,,,,,,,,,,,0xFF01FE,"Most expensive auction sold",,,,,,,,,,,,,,,,0xFF01FE,140,0x0,9,0x1,4,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
460,-1,-1,0,"Realm First! Level 80 Mage",,,,,,,,,,,,,,,,0xFF01FE,"First mage on the realm to achieve level 80.",,,,,,,,,,,,,,,,0xFF01FE,81,0x0,9,0x100,2832,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
486,-1,602,0,"Halls of Lightning",,,,,,,,,,,,,,,,0xFF01FE,"Defeat the bosses in Halls of Lightning.",,,,,,,,,,,,,,,,0xFF01FE,14806,0xA,9,0x0,3241,"",,,,,,,,,,,,,,,,0xFF01EC,0,0,
497,-1,602,0,"Heroic: Halls of Lightning",,,,,,,,,,,,,,,,0xFF01FE,"Defeat the Halls of Lightning bosses on Heroic Difficulty.",,,,,,,,,,,,,,,,0xFF01FE,14921,0xA,9,0x0,3242,"",,,,,,,,,,,,,,,,0xFF01EC,0,0,
576,-1,-1,0,"The Fall of Naxxramas (10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat every boss in Naxxramas in 10-player mode.",,,,,,,,,,,,,,,,0xFF01FE,14922,0x19,9,0x0,3258,"",,,,,,,,,,,,,,,,0xFF01EC,0,0,
577,-1,-1,0,"The Fall of Naxxramas (25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat every boss in Naxxramas in 25-player mode.",,,,,,,,,,,,,,,,0xFF01FE,14923,0x32,9,0x0,3259,"",,,,,,,,,,,,,,,,0xFF01EC,0,0,
587,-1,566,0,"Stormy Assassin",,,,,,,,,,,,,,,,0xFF01FE,"In a single Eye of the Storm battle, get 5 honorable kills at each of the bases.",,,,,,,,,,,,,,,,0xFF01FE,14803,0xA,9,0x0,2837,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
636,-1,-1,0,"Razorfen Downs",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Amnennar the Coldbringer.",,,,,,,,,,,,,,,,0xFF01FE,14808,0xA,9,0x0,3655,"",,,,,,,,,,,,,,,,0xFF01EE,1,0,
654,-1,-1,0,"Shadow Labyrinth",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Murmur.",,,,,,,,,,,,,,,,0xFF01FE,14805,0xA,9,0x0,3825,"",,,,,,,,,,,,,,,,0xFF01EE,1,0,
705,-1,-1,0,"Master of Arms",,,,,,,,,,,,,,,,0xFF01FE,"Raise four weapon skills to 400.",,,,,,,,,,,,,,,,0xFF01FE,92,0x19,9,0x0,279,"",,,,,,,,,,,,,,,,0xFF01EE,4,0,
846,-1,-1,0,"Explore Thousand Needles",,,,,,,,,,,,,,,,0xFF01FE,"Explore Thousand Needles, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,0xFF01FE,14778,0xA,9,0x0,3580,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
858,-1,-1,0,"Explore Ghostlands",,,,,,,,,,,,,,,,0xFF01FE,"Explore Ghostlands, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,0xFF01FE,14777,0xA,9,0x0,3540,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
870,-1,-1,869,"100000 Honorable Kills",,,,,,,,,,,,,,,,0xFF01FE,"Get 100000 honorable kills.",,,,,,,,,,,,,,,,0xFF01FE,95,0xA,9,0x0,3453,"Title Reward: Of the Horde or Of the Alliance",,,,,,,,,,,,,,,,0xFF01FE,0,0,
901,0,-1,0,"Mag'har of Draenor",,,,,,,,,,,,,,,,0xFF01FE,"Earn exalted status with The Mag'har.",,,,,,,,,,,,,,,,0xFF01FE,14865,0xF,9,0x0,2208,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
937,-1,-1,0,"Elune's Blessing",,,,,,,,,,,,,,,,0xFF01FE,"Complete the Elune's Blessing quest by defeating Omen.",,,,,,,,,,,,,,,,0xFF01FE,160,0xA,9,0x0,2821,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
973,-1,-1,0,"5 Daily Quests Complete",,,,,,,,,,,,,,,,0xFF01FE,"Complete 5 daily quests.",,,,,,,,,,,,,,,,0xFF01FE,96,0xA,9,0x0,3424,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
1010,-1,-1,0,"Northrend Vanguard",,,,,,,,,,,,,,,,0xFF01FE,"Gain exalted reputation with the Argent Crusade, Wyrmrest Accord, Kirin Tor and Knights of the Ebon Blade.",,,,,,,,,,,,,,,,0xFF01FE,14866,0x14,9,0x0,2207,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
1015,-1,-1,1014,"40 Exalted Reputations",,,,,,,,,,,,,,,,0xFF01FE,"Raise 40 reputations to Exalted.",,,,,,,,,,,,,,,,0xFF01FE,201,0xA,9,0x0,3602,"Title Reward: The Exalted",,,,,,,,,,,,,,,,0xFF01FE,0,0,
1029,1,-1,0,"Extinguishing Kalimdor",,,,,,,,,,,,,,,,0xFF01FE,"Desecrate the Horde's bonfires in Kalimdor.",,,,,,,,,,,,,,,,0xFF01FE,161,0xA,9,0x0,1920,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
1041,0,-1,0,"Rotten Hallow",,,,,,,,,,,,,,,,0xFF01FE,"Ruin Hallow's End for the Alliance by completing Darkcaller Yanka's quests which involve going to Southshore, ruining the kegs with rotten eggs and tossing stinkbombs into the town.",,,,,,,,,,,,,,,,0xFF01FE,158,0xA,9,0x0,3480,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
1044,-1,-1,0,"Need rolls made on loot",,,,,,,,,,,,,,,,0xFF01FE,"Need rolls made on loot",,,,,,,,,,,,,,,,0xFF01FE,191,0x0,9,0x1,1,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
1076,-1,269,0,"Aeonus kills (Opening of the Dark Portal)",,,,,,,,,,,,,,,,0xFF01FE,"Aeonus kills (Opening of the Dark Portal)",,,,,,,,,,,,,,,,0xFF01FE,14822,0x5,9,0x1,1699,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
1098,-1,249,0,"Onyxia kills (Onyxia's Lair)",,,,,,,,,,,,,,,,0xFF01FE,"Onyxia kills (Onyxia's Lair)",,,,,,,,,,,,,,,,0xFF01FE,14821,0x5,9,0x1,1548,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
1103,-1,-1,0,"Lich King 5-player dungeons completed (final boss killed)",,,,,,,,,,,,,,,,0xFF01FE,"Lich King 5-player dungeons completed (final boss killed)",,,,,,,,,,,,,,,,0xFF01FE,14807,0x0,9,0x9,1,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
1109,-1,-1,0,"5v5 Arena Honorable Kills",,,,,,,,,,,,,,,,0xFF01FE,"5v5 Arena Honorable Kills",,,,,,,,,,,,,,,,0xFF01FE,136,0x0,9,0x1,1,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
1159,-1,-1,401,"Just the Two of Us: 2200",,,,,,,,,,,,,,,,0xFF01FE,"Earn a 2200 personal rating in the 2v2 bracket of the arena at level 80.",,,,,,,,,,,,,,,,0xFF01FE,165,0xA,9,0x0,3036,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
1186,-1,-1,0,"Down With The Dark Iron",,,,,,,,,,,,,,,,0xFF01FE,"Defend the Brewfest camp from the Dark Iron attack and complete the quest, ""This One Time, When I Was Drunk...""",,,,,,,,,,,,,,,,0xFF01FE,162,0xA,9,0x0,3072,"",,,,,,,,,,,,,,,,0xFF01EE,1,0,
1193,-1,-1,0,"On the Blade's Edge",,,,,,,,,,,,,,,,0xFF01FE,"Complete 86 quests in Blade's Edge Mountains.",,,,,,,,,,,,,,,,0xFF01FE,14862,0xA,9,0x0,3549,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
1234,-1,600,0,"The Prophet Tharon'ja kills (Drak'Tharon Keep)",,,,,,,,,,,,,,,,0xFF01FE,"The Prophet Tharon'ja kills (Drak'Tharon Keep)",,,,,,,,,,,,,,,,0xFF01FE,14823,0x5,9,0x1,2912,"",,,,,,,,,,,,,,,,0x7DFF01EE,0,0,
1270,-1,-1,0,"Explore Icecrown",,,,,,,,,,,,,,,,0xFF01FE,"Explore Icecrown, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,0xFF01FE,14780,0xA,9,0x0,3473,"",,,,,,,,,,,,,,,,0x7DFF01EE,0,0,
1302,-1,-1,0,"Different mana potions used",,,,,,,,,,,,,,,,0xFF01FE,"Different mana potions used",,,,,,,,,,,,,,,,0xFF01FE,145,0x0,9,0x21,1,"",,,,,,,,,,,,,,,,0xFEFF01EC,0,922,
1312,-1,530,1311,"Bloody Rare",,,,,,,,,,,,,,,,0xFF01FE,"Kill all of the extremely rare and hard to find Outland creatures listed below.",,,,,,,,,,,,,,,,0xFF01FE,14779,0x19,9,0x0,134,"",,,,,,,,,,,,,,,,0x7DFF01EC,0,1311,
1456,-1,-1,0,"Fish and other things caught",,,,,,,,,,,,,,,,0xFF01FE,"Fish and other things caught",,,,,,,,,,,,,,,,0xFF01FE,178,0x0,9,0x1,1,"",,,,,,,,,,,,,,,,0x7BFF01EC,0,0,
1494,-1,-1,0,"5v5 Arena Killing Blows",,,,,,,,,,,,,,,,0xFF01FE,"5v5 Arena Killing Blows",,,,,,,,,,,,,,,,0xFF01FE,137,0x0,9,0x1,1,"",,,,,,,,,,,,,,,,0x7BFF01EC,0,0,
1544,-1,-1,0,"Highest Engineering skill",,,,,,,,,,,,,,,,0xFF01FE,"Highest Engineering skill",,,,,,,,,,,,,,,,0xFF01FE,173,0x0,9,0x1,1,"",,,,,,,,,,,,,,,,0x7BFF01EC,0,0,
1687,-1,-1,0,"Let It Snow",,,,,,,,,,,,,,,,0xFF01FE,"During the Feast of Winter Veil, use a Handful of Snowflakes on each of the race/class combinations listed below.",,,,,,,,,,,,,,,,0xFF01FE,156,0xA,9,0x0,976,"",,,,,,,,,,,,,,,,0x7AFF01EC,0,0,
1694,-1,-1,0,"Lovely Luck Is On Your Side",,,,,,,,,,,,,,,,0xFF01FE,"Open a Lovely Dress Box and receive a Lovely Black Dress.",,,,,,,,,,,,,,,,0xFF01FE,187,0xA,9,0x0,3193,"",,,,,,,,,,,,,,,,0x7BFF01EC,0,0,
1751,-1,571,0,"Didn't Stand a Chance",,,,,,,,,,,,,,,,0xFF01FE,"Kill 20 mounted players using a tower cannon.",,,,,,,,,,,,,,,,0xFF01FE,14901,0xA,9,0x0,3434,"",,,,,,,,,,,,,,,,0x7EFF01EC,0,0,
1762,1,607,0,"Not Even a Scratch",,,,,,,,,,,,,,,,0xFF01FE,"Win a Strand of the Ancients battle without losing any siege vehicles.",,,,,,,,,,,,,,,,0xFF01FE,14881,0xA,9,0x0,457,"",,,,,,,,,,,,,,,,0x7EFF01EC,0,0,
1777,-1,-1,0,"The Northrend Gourmet",,,,,,,,,,,,,,,,0xFF01FE,"Cook 15 of the Northrend recipes listed below.",,,,,,,,,,,,,,,,0xFF01FE,170,0xA,9,0x0,3211,"",,,,,,,,,,,,,,,,0x7BFF01EC,15,0,
2217,-1,-1,0,"Most deadly Lich King 10-player raid boss",,,,,,,,,,,,,,,,0xFF01FE,"Most deadly Lich King 10-player raid boss",,,,,,,,,,,,,,,,0xFF01FE,125,0x0,9,0x11,1,"",,,,,,,,,,,,,,,,0x7BFF01EC,0,323,
2420,0,-1,0,"Noble Garden",,,,,,,,,,,,,,,,0xFF01FE,"Hide a Brightly Colored Egg in Silvermoon City.",,,,,,,,,,,,,,,,0xFF01FE,159,0xA,9,0x0,3329,"",,,,,,,,,,,,,,,,0x7DFF01EC,0,0,
2778,1,-1,0,"Champion of the Exodar",,,,,,,,,,,,,,,,0xFF01FE,"Earn the right to represent the Exodar in the Argent Tournament.",,,,,,,,,,,,,,,,0xFF01FE,14941,0xA,9,0x0,3796,"",,,,,,,,,,,,,,,,0x7BFF01EC,0,0,
2863,-1,603,0,"Thorim victories (Ulduar 10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Thorim victories (Ulduar 10 player)",,,,,,,,,,,,,,,,0xFF01FE,14963,0xA,9,0x1,1700,"",,,,,,,,,,,,,,,,0x7DFF01EC,0,0,
2909,-1,603,0,"Take Out Those Turrets (10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Destroy a Flame Leviathan Defense Turret in 10-player mode.",,,,,,,,,,,,,,,,0xFF01FE,14961,0xA,9,0x0,3854,"",,,,,,,,,,,,,,,,0x7BFF01EC,0,0,
2910,-1,603,0,"Take Out Those Turrets (25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Destroy a Flame Leviathan Defense Turret in 25-player mode.",,,,,,,,,,,,,,,,0xFF01FE,14962,0xA,9,0x0,2589,"",,,,,,,,,,,,,,,,0x7BFF01EC,0,0,
3457,-1,-1,0,"The Captain's Booty",,,,,,,,,,,,,,,,0xFF01FE,"Drink with the Dread Captain Demeza to join her crew during Pirates' Day.",,,,,,,,,,,,,,,,0xFF01FE,155,0xA,9,0x0,2421,"",,,,,,,,,,,,,,,,0xFFF7EE,0,0,
3597,0,-1,0,"Pilgrim's Progress",,,,,,,,,,,,,,,,0xFF01FE,"Complete each of the Pilgrim's Bounty dailies.",,,,,,,,,,,,,,,,0xFF01FE,14981,0xA,9,0x0,3966,"",,,,,,,,,,,,,,,,0xFFF7EE,0,0,
3808,-1,-1,0,"A Tribute to Skill (10 player)",,,,,,,,,,,,,,,,0xFF01FE,"In the Trial of the Grand Crusader, reach a Tribute Chest with at least 25 attempts remaining in 10-player mode.",,,,,,,,,,,,,,,,0xFF01FE,15001,0xA,9,0x0,3293,"",,,,,,,,,,,,,,,,0xFF1BFD,1,0,
3817,-1,-1,0,"A Tribute to Skill (25 player)",,,,,,,,,,,,,,,,0xFF01FE,"In the Trial of the Grand Crusader, reach a Tribute Chest with at least 25 attempts remaining in 25-player mode.",,,,,,,,,,,,,,,,0xFF01FE,15002,0xA,9,0x0,3293,"",,,,,,,,,,,,,,,,0xFF1BFD,1,0,
3839,-1,-1,3838,"25 Dungeon & Raid Emblems",,,,,,,,,,,,,,,,0xFF01FE,"Loot 25 Emblems of Heroism, Valor, Conquest, Triumph or Frost.",,,,,,,,,,,,,,,,0xFF01FE,168,0xA,9,0x88,1950,"",,,,,,,,,,,,,,,,0xFF1BFD,0,0,
3848,-1,628,0,"A-bomb-inable",,,,,,,,,,,,,,,,0xFF01FE,"In a single Isle of Conquest battle, use 5 Seaforium Bombs on the enemy gates.",,,,,,,,,,,,,,,,0xFF01FE,15003,0xA,9,0x0,2565,"",,,,,,,,,,,,,,,,0xFF1BFF,0,0,
4054,-1,-1,0,"Victories over Warrior Champion (Trial of the Champion)",,,,,,,,,,,,,,,,0xFF01FE,"Victories over Warrior Champion (Trial of the Champion)",,,,,,,,,,,,,,,,0xFF01FE,15021,0x0,9,0x1,1,"",,,,,,,,,,,,,,,,0xFF01EC,0,0,
4530,-1,631,0,"The Frozen Throne (10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat the Lich King in Icecrown Citadel in 10-player mode.",,,,,,,,,,,,,,,,0xFF01FE,15041,0xA,9,0x0,4179,"Title: The Kingslayer",,,,,,,,,,,,,,,,0xFF01FE,0,0,
4597,-1,631,0,"The Frozen Throne (25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat the Lich King in Icecrown Citadel in 25-player mode.",,,,,,,,,,,,,,,,0xFF01FE,15042,0xA,9,0x0,4179,"Title: The Kingslayer",,,,,,,,,,,,,,,,0xFF01FE,0,0,
4720,-1,-1,0,"Scourgelord Tyrannus kills (Pit of Saron)",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,15062,0x0,9,0x1,1,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,
16,-1,-1,0,"Did Somebody Order a Knuckle Sandwich?",,,,,,,,,,,,,,,,0xFF01FE,"Raise your unarmed skill to 400.",,,,,,,,,,,,,,,,0xFF01FE,92,0xA,10,0x0,1997,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
39,-1,-1,0,"Into the Basin",,,,,,,,,,,,,,,,0xFF01FE,"Complete 75 quests in Sholazar Basin.",,,,,,,,,,,,,,,,0xFF01FE,14863,0xA,10,0x0,3341,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
50,-1,566,0,"Eye of the Storm victories",,,,,,,,,,,,,,,,0xFF01FE,"Eye of the Storm victories",,,,,,,,,,,,,,,,0xFF01FE,153,0x0,10,0x1,1,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
104,-1,-1,0,"Circle of Blood victories",,,,,,,,,,,,,,,,0xFF01FE,"Circle of Blood victories",,,,,,,,,,,,,,,,0xFF01FE,152,0x0,10,0x1,4,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
159,-1,529,0,"Let's Get This Done",,,,,,,,,,,,,,,,0xFF01FE,"Win Arathi Basin in 6 minutes.",,,,,,,,,,,,,,,,0xFF01FE,14802,0xA,10,0x0,3383,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
204,-1,489,0,"Ironman",,,,,,,,,,,,,,,,0xFF01FE,"In a single Warsong Gulch battle, carry and capture the flag 3 times without dying.",,,,,,,,,,,,,,,,0xFF01FE,14804,0xA,10,0x0,3482,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
223,-1,30,0,"The Sickly Gazelle",,,,,,,,,,,,,,,,0xFF01FE,"In Alterac Valley, kill an enemy in the Field of Strife before they dismount.",,,,,,,,,,,,,,,,0xFF01FE,14801,0xA,10,0x0,3434,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
293,-1,571,0,"Disturbing the Peace",,,,,,,,,,,,,,,,0xFF01FE,"While wearing 3 pieces of Brewfest clothing, get completely smashed and dance in Dalaran.",,,,,,,,,,,,,,,,0xFF01FE,162,0xA,10,0x0,2518,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
324,-1,-1,0,"Total deaths to Lich King 25-player raid bosses",,,,,,,,,,,,,,,,0xFF01FE,"Total deaths to Lich King 25-player raid bosses",,,,,,,,,,,,,,,,0xFF01FE,125,0x0,10,0x9,4,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
402,-1,-1,0,"Three's Company: 1550",,,,,,,,,,,,,,,,0xFF01FE,"Earn a 1550 personal rating in the 3v3 bracket of the arena at level 80.",,,,,,,,,,,,,,,,0xFF01FE,165,0xA,10,0x0,3050,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
459,-1,-1,0,"Realm First! Level 80 Warrior",,,,,,,,,,,,,,,,0xFF01FE,"First warrior on the realm to achieve level 80.",,,,,,,,,,,,,,,,0xFF01FE,81,0x0,10,0x100,1462,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
487,-1,578,0,"The Oculus",,,,,,,,,,,,,,,,0xFF01FE,"Defeat the bosses in The Oculus.",,,,,,,,,,,,,,,,0xFF01FE,14806,0xA,10,0x0,3243,"",,,,,,,,,,,,,,,,0xFF01EC,0,0,
498,-1,578,0,"Heroic: The Oculus",,,,,,,,,,,,,,,,0xFF01FE,"Defeat The Oculus bosses on Heroic Difficulty.",,,,,,,,,,,,,,,,0xFF01FE,14921,0xA,10,0x0,3244,"",,,,,,,,,,,,,,,,0xFF01EC,0,0,
578,-1,533,0,"The Dedicated Few (10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat the bosses of Naxxramas with less than 9 people in the zone in 10-player mode.",,,,,,,,,,,,,,,,0xFF01FE,14922,0x19,10,0x0,61,"",,,,,,,,,,,,,,,,0xFF01EC,0,0,
579,-1,533,0,"The Dedicated Few (25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat the bosses of Naxxramas with less than 21 people in the zone in 25-player mode.",,,,,,,,,,,,,,,,0xFF01FE,14923,0x32,10,0x0,61,"",,,,,,,,,,,,,,,,0xFF01EC,0,0,
637,-1,189,0,"Scarlet Monastery",,,,,,,,,,,,,,,,0xFF01FE,"Defeat the Scarlet Crusade within the Scarlet Monastery.",,,,,,,,,,,,,,,,0xFF01FE,14808,0xA,10,0x0,2792,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
655,-1,-1,0,"Opening of the Dark Portal",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Aeonus.",,,,,,,,,,,,,,,,0xFF01FE,14805,0xA,10,0x0,3826,"",,,,,,,,,,,,,,,,0xFF01EE,1,0,
726,-1,-1,0,"Mr. Pinchy's Magical Crawdad Box",,,,,,,,,,,,,,,,0xFF01FE,"Fish your way to Mr. Pinchy's Magical Crawdad Box.",,,,,,,,,,,,,,,,0xFF01FE,171,0xA,10,0x0,2105,"",,,,,,,,,,,,,,,,0xFF01EE,1,0,
762,0,-1,0,"Ambassador of the Horde",,,,,,,,,,,,,,,,0xFF01FE,"Earn exalted reputation with 5 home cities.",,,,,,,,,,,,,,,,0xFF01FE,201,0xA,10,0x0,3374,"Title Reward: Ambassador",,,,,,,,,,,,,,,,0xFF01FE,0,0,
780,-1,-1,0,"Explore Redridge Mountains",,,,,,,,,,,,,,,,0xFF01FE,"Explore Redridge Mountains, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,0xFF01FE,14777,0xA,10,0x0,3565,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
847,-1,-1,0,"Explore Stonetalon Mountains",,,,,,,,,,,,,,,,0xFF01FE,"Explore Stonetalon Mountains, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,0xFF01FE,14778,0xA,10,0x0,3578,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
902,-1,-1,0,"Chief Exalted Officer",,,,,,,,,,,,,,,,0xFF01FE,"Earn exalted status with The Consortium.",,,,,,,,,,,,,,,,0xFF01FE,14865,0xA,10,0x0,2558,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
912,-1,-1,0,"Elders of Eastern Kingdoms",,,,,,,,,,,,,,,,0xFF01FE,"Honor the Elders which are located in Eastern Kingdoms",,,,,,,,,,,,,,,,0xFF01FE,160,0xA,10,0x0,2218,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
921,-1,-1,0,"Gold from vendors",,,,,,,,,,,,,,,,0xFF01FE,"Gold from vendors",,,,,,,,,,,,,,,,0xFF01FE,140,0x0,10,0x1,1,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
923,-1,-1,0,"Elixirs consumed",,,,,,,,,,,,,,,,0xFF01FE,"Elixirs consumed",,,,,,,,,,,,,,,,0xFF01FE,145,0x0,10,0x9,1,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
974,-1,-1,973,"50 Daily Quests Complete",,,,,,,,,,,,,,,,0xFF01FE,"Complete 50 daily quests.",,,,,,,,,,,,,,,,0xFF01FE,96,0xA,10,0x0,3425,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
1011,0,-1,0,"The Winds of the North",,,,,,,,,,,,,,,,0xFF01FE,"Gain exalted reputation with the Horde Expedition.",,,,,,,,,,,,,,,,0xFF01FE,14866,0x14,10,0x0,2625,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
1030,1,-1,0,"Extinguishing Outland",,,,,,,,,,,,,,,,0xFF01FE,"Desecrate the Horde's bonfires in Outland.",,,,,,,,,,,,,,,,0xFF01FE,161,0xA,10,0x0,1920,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
1077,-1,545,0,"Warlord Kalithresh kills (The Steamvault)",,,,,,,,,,,,,,,,0xFF01FE,"Warlord Kalithresh kills (The Steamvault)",,,,,,,,,,,,,,,,0xFF01FE,14822,0x5,10,0x1,1647,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
1099,-1,409,0,"Ragnaros kills (Molten Core)",,,,,,,,,,,,,,,,0xFF01FE,"Ragnaros kills (Molten Core)",,,,,,,,,,,,,,,,0xFF01FE,14821,0x5,10,0x1,2290,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
1104,-1,-1,0,"Lich King 10-player raids completed (final boss killed)",,,,,,,,,,,,,,,,0xFF01FE,"Lich King 10-player raids completed (final boss killed)",,,,,,,,,,,,,,,,0xFF01FE,14807,0x0,10,0x9,1,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
1113,-1,-1,0,"Alterac Valley Honorable Kills",,,,,,,,,,,,,,,,0xFF01FE,"Alterac Valley Honorable Kills",,,,,,,,,,,,,,,,0xFF01FE,136,0x0,10,0x1,1,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
1157,-1,-1,0,"Duel-icious",,,,,,,,,,,,,,,,0xFF01FE,"Win a duel against another player.",,,,,,,,,,,,,,,,0xFF01FE,95,0xA,10,0x0,2023,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
1194,-1,-1,0,"Into the Nether",,,,,,,,,,,,,,,,0xFF01FE,"Complete 120 quests in Netherstorm.",,,,,,,,,,,,,,,,0xFF01FE,14862,0xA,10,0x0,3564,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
1258,-1,566,0,"Take a Chill Pill",,,,,,,,,,,,,,,,0xFF01FE,"In Eye of the Storm, kill a player who is under the effects of the Berserker power-up.",,,,,,,,,,,,,,,,0xFF01FE,14803,0xA,10,0x0,3423,"",,,,,,,,,,,,,,,,0x7DFF01EE,0,0,
1261,-1,-1,0,"G.N.E.R.D. Rage",,,,,,,,,,,,,,,,0xFF01FE,"Earn 50 honorable kills while under the influence of the G.N.E.R.D. buff. It's a slap in the face!",,,,,,,,,,,,,,,,0xFF01FE,158,0xA,10,0x0,2006,"",,,,,,,,,,,,,,,,0x7DFF01EE,0,0,
1495,-1,-1,0,"Alterac Valley Killing Blows",,,,,,,,,,,,,,,,0xFF01FE,"Alterac Valley Killing Blows",,,,,,,,,,,,,,,,0xFF01FE,137,0x0,10,0x1,1,"",,,,,,,,,,,,,,,,0x7BFF01EC,0,0,
